Año Censal,Entidad,Actividad económica,UE Unidades económicas,H001A Personal ocupado total,A111A Producción bruta total (millones de pesos),A131A Valor agregado censal bruto (millones de pesos),,,
2023,32 Zacatecas,Subrama 54151 Servicios de diseño de sistemas de cómputo y servicios relacionados,10,,,,,,
2018,00 Total Nacional,"Subsector 334 Fabricación de equipo de computación, comunicación, medición y de otros equipos, componentes y accesorios electrónicos",875,377625,200591.514,100265.132,,,
2018,00 Total Nacional,"Subsector 512 Industria fílmica y del video, e industria del sonido",1582,52392,59825.247,29839.21,,,
2018,00 Total Nacional,Rama 5132 Edición de software,120,7793,4526.725,2377.839,,,
2018,00 Total Nacional,Subsector 516 Radio y televisión y provisión de contenido,1504,46446,55425.459,27873.135,,,
2018,00 Total Nacional,Subsector 517 Telecomunicaciones,3637,193461,467128.642,116300.534,,,
2018,00 Total Nacional,"Subsector 518 Provisión de infraestructura de servicios de cómputo, procesamiento de datos, hospedaje de páginas de internet y otros servicios relacionados",261,22026,13131.862,8130.406,,,
2018,00 Total Nacional,Subrama 51929 Portales de búsqueda en la red y otros servicios de suministro de información,95,1328,1829.801,900.048,,,
2018,00 Total Nacional,Subrama 54151 Servicios de diseño de sistemas de cómputo y servicios relacionados,3345,105280,43906.404,24750.354,,,
2018,01 Aguascalientes,"Subsector 334 Fabricación de equipo de computación, comunicación, medición y de otros equipos, componentes y accesorios electrónicos",17,11144,7268.835,3258.623,,,
2018,01 Aguascalientes,"Subsector 512 Industria fílmica y del video, e industria del sonido",15,423,539.531,257.969,,,
2018,01 Aguascalientes,Rama 5132 Edición de software,2,,,,,,
2018,01 Aguascalientes,Subsector 516 Radio y televisión y provisión de contenido,10,,,,,,
2018,01 Aguascalientes,Subsector 517 Telecomunicaciones,31,292,113.245,45.5,,,
2018,01 Aguascalientes,"Subsector 518 Provisión de infraestructura de servicios de cómputo, procesamiento de datos, hospedaje de páginas de internet y otros servicios relacionados",5,,,,,,
2018,01 Aguascalientes,Subrama 51929 Portales de búsqueda en la red y otros servicios de suministro de información,1,,,,,,
2018,01 Aguascalientes,Subrama 54151 Servicios de diseño de sistemas de cómputo y servicios relacionados,74,1557,570.029,349.121,,,
2018,02 Baja California,"Subsector 334 Fabricación de equipo de computación, comunicación, medición y de otros equipos, componentes y accesorios electrónicos",164,77307,27671.006,18258.707,,,
2018,02 Baja California,"Subsector 512 Industria fílmica y del video, e industria del sonido",48,1755,2278.357,996.058,,,
2018,02 Baja California,Rama 5132 Edición de software,2,,,,,,
2018,02 Baja California,Subsector 516 Radio y televisión y provisión de contenido,64,805,399.647,180.13,,,
2018,02 Baja California,Subsector 517 Telecomunicaciones,53,2068,2978.331,2048.818,,,
2018,02 Baja California,"Subsector 518 Provisión de infraestructura de servicios de cómputo, procesamiento de datos, hospedaje de páginas de internet y otros servicios relacionados",10,245,188.877,124.876,,,
2018,02 Baja California,Subrama 51929 Portales de búsqueda en la red y otros servicios de suministro de información,3,84,24.674,17.646,,,
2018,02 Baja California,Subrama 54151 Servicios de diseño de sistemas de cómputo y servicios relacionados,102,1957,715.343,481.843,,,
2018,03 Baja California Sur,"Subsector 512 Industria fílmica y del video, e industria del sonido",14,444,550.113,285.903,,,
2018,03 Baja California Sur,Rama 5132 Edición de software,1,,,,,,
2018,03 Baja California Sur,Subsector 516 Radio y televisión y provisión de contenido,10,271,31.931,17.506,,,
2018,03 Baja California Sur,Subsector 517 Telecomunicaciones,17,104,31.315,22.469,,,
2018,03 Baja California Sur,"Subsector 518 Provisión de infraestructura de servicios de cómputo, procesamiento de datos, hospedaje de páginas de internet y otros servicios relacionados",2,,,,,,
2018,03 Baja California Sur,Subrama 51929 Portales de búsqueda en la red y otros servicios de suministro de información,3,,,,,,
2018,03 Baja California Sur,Subrama 54151 Servicios de diseño de sistemas de cómputo y servicios relacionados,15,107,24.496,11.713,,,
2018,04 Campeche,"Subsector 512 Industria fílmica y del video, e industria del sonido",10,199,247.089,126.735,,,
2018,04 Campeche,Subsector 516 Radio y televisión y provisión de contenido,24,432,195.705,125.256,,,
2018,04 Campeche,Subsector 517 Telecomunicaciones,48,383,73.951,23.577,,,
2018,04 Campeche,"Subsector 518 Provisión de infraestructura de servicios de cómputo, procesamiento de datos, hospedaje de páginas de internet y otros servicios relacionados",5,,,,,,
2018,04 Campeche,Subrama 54151 Servicios de diseño de sistemas de cómputo y servicios relacionados,15,85,68.709,19.904,,,
2018,05 Coahuila de Zaragoza,"Subsector 334 Fabricación de equipo de computación, comunicación, medición y de otros equipos, componentes y accesorios electrónicos",25,9136,4172.395,1747.46,,,
2018,05 Coahuila de Zaragoza,"Subsector 512 Industria fílmica y del video, e industria del sonido",45,982,1188.737,614.572,,,
2018,05 Coahuila de Zaragoza,Rama 5132 Edición de software,1,,,,,,
2018,05 Coahuila de Zaragoza,Subsector 516 Radio y televisión y provisión de contenido,62,924,351.504,183.339,,,
2018,05 Coahuila de Zaragoza,Subsector 517 Telecomunicaciones,85,901,410.421,122.398,,,
2018,05 Coahuila de Zaragoza,"Subsector 518 Provisión de infraestructura de servicios de cómputo, procesamiento de datos, hospedaje de páginas de internet y otros servicios relacionados",3,25,16.65,4.21,,,
2018,05 Coahuila de Zaragoza,Subrama 51929 Portales de búsqueda en la red y otros servicios de suministro de información,2,,,,,,
2018,05 Coahuila de Zaragoza,Subrama 54151 Servicios de diseño de sistemas de cómputo y servicios relacionados,77,1391,556.338,381.768,,,
2018,06 Colima,"Subsector 512 Industria fílmica y del video, e industria del sonido",11,,,,,,
2018,06 Colima,Subsector 516 Radio y televisión y provisión de contenido,22,217,73.435,49.84,,,
2018,06 Colima,Subsector 517 Telecomunicaciones,30,216,100.657,38.859,,,
2018,06 Colima,"Subsector 518 Provisión de infraestructura de servicios de cómputo, procesamiento de datos, hospedaje de páginas de internet y otros servicios relacionados",2,,,,,,
2018,06 Colima,Subrama 51929 Portales de búsqueda en la red y otros servicios de suministro de información,1,,,,,,
2018,06 Colima,Subrama 54151 Servicios de diseño de sistemas de cómputo y servicios relacionados,37,391,95.7,73.499,,,
2018,07 Chiapas,"Subsector 334 Fabricación de equipo de computación, comunicación, medición y de otros equipos, componentes y accesorios electrónicos",3,,,,,,
2018,07 Chiapas,"Subsector 512 Industria fílmica y del video, e industria del sonido",36,654,907.478,455.918,,,
2018,07 Chiapas,Rama 5132 Edición de software,1,,,,,,
2018,07 Chiapas,Subsector 516 Radio y televisión y provisión de contenido,99,905,184.978,113.464,,,
2018,07 Chiapas,Subsector 517 Telecomunicaciones,209,904,228.849,116.537,,,
2018,07 Chiapas,"Subsector 518 Provisión de infraestructura de servicios de cómputo, procesamiento de datos, hospedaje de páginas de internet y otros servicios relacionados",3,,,,,,
2018,07 Chiapas,Subrama 51929 Portales de búsqueda en la red y otros servicios de suministro de información,2,,,,,,
2018,07 Chiapas,Subrama 54151 Servicios de diseño de sistemas de cómputo y servicios relacionados,28,144,29.927,15.463,,,
2018,08 Chihuahua,"Subsector 334 Fabricación de equipo de computación, comunicación, medición y de otros equipos, componentes y accesorios electrónicos",87,75387,27798.714,17653.252,,,
2018,08 Chihuahua,"Subsector 512 Industria fílmica y del video, e industria del sonido",39,1385,1856.843,949.046,,,
2018,08 Chihuahua,Rama 5132 Edición de software,6,51,64.496,55.711,,,
2018,08 Chihuahua,Subsector 516 Radio y televisión y provisión de contenido,64,1306,538.699,199.204,,,
2018,08 Chihuahua,Subsector 517 Telecomunicaciones,74,645,1071.709,352.795,,,
2018,08 Chihuahua,"Subsector 518 Provisión de infraestructura de servicios de cómputo, procesamiento de datos, hospedaje de páginas de internet y otros servicios relacionados",11,4612,1533.067,1008.625,,,
2018,08 Chihuahua,Subrama 51929 Portales de búsqueda en la red y otros servicios de suministro de información,1,,,,,,
2018,08 Chihuahua,Subrama 54151 Servicios de diseño de sistemas de cómputo y servicios relacionados,106,1344,758.136,448.304,,,
2018,09 Ciudad de México,"Subsector 334 Fabricación de equipo de computación, comunicación, medición y de otros equipos, componentes y accesorios electrónicos",86,5158,4856.095,1846.732,,,
2018,09 Ciudad de México,"Subsector 512 Industria fílmica y del video, e industria del sonido",346,13649,13206.922,6344.468,,,
2018,09 Ciudad de México,Rama 5132 Edición de software,43,5444,2625.416,1166.685,,,
2018,09 Ciudad de México,Subsector 516 Radio y televisión y provisión de contenido,115,24660,46485.354,23544.743,,,
2018,09 Ciudad de México,Subsector 517 Telecomunicaciones,286,136476,409814.911,92129.858,,,
2018,09 Ciudad de México,"Subsector 518 Provisión de infraestructura de servicios de cómputo, procesamiento de datos, hospedaje de páginas de internet y otros servicios relacionados",69,6436,6152.079,3452.745,,,
2018,09 Ciudad de México,Subrama 51929 Portales de búsqueda en la red y otros servicios de suministro de información,19,542,1555.681,751.002,,,
2018,09 Ciudad de México,Subrama 54151 Servicios de diseño de sistemas de cómputo y servicios relacionados,987,50379,22462.443,12408.175,,,
2018,10 Durango,"Subsector 334 Fabricación de equipo de computación, comunicación, medición y de otros equipos, componentes y accesorios electrónicos",3,,,,,,
2018,10 Durango,"Subsector 512 Industria fílmica y del video, e industria del sonido",15,,,,,,
2018,10 Durango,Rama 5132 Edición de software,1,,,,,,
2018,10 Durango,Subsector 516 Radio y televisión y provisión de contenido,21,252,85.305,48.548,,,
2018,10 Durango,Subsector 517 Telecomunicaciones,45,497,252.574,94.053,,,
2018,10 Durango,"Subsector 518 Provisión de infraestructura de servicios de cómputo, procesamiento de datos, hospedaje de páginas de internet y otros servicios relacionados",2,,,,,,
2018,10 Durango,Subrama 54151 Servicios de diseño de sistemas de cómputo y servicios relacionados,27,287,58.642,38.58,,,
2018,11 Guanajuato,"Subsector 334 Fabricación de equipo de computación, comunicación, medición y de otros equipos, componentes y accesorios electrónicos",17,1755,2550.764,55.562,,,
2018,11 Guanajuato,"Subsector 512 Industria fílmica y del video, e industria del sonido",42,1300,1746.306,900.198,,,
2018,11 Guanajuato,Rama 5132 Edición de software,3,,,,,,
2018,11 Guanajuato,Subsector 516 Radio y televisión y provisión de contenido,45,670,255.656,106.905,,,
2018,11 Guanajuato,Subsector 517 Telecomunicaciones,187,1330,330.569,187.672,,,
2018,11 Guanajuato,"Subsector 518 Provisión de infraestructura de servicios de cómputo, procesamiento de datos, hospedaje de páginas de internet y otros servicios relacionados",7,118,57.421,36.035,,,
2018,11 Guanajuato,Subrama 51929 Portales de búsqueda en la red y otros servicios de suministro de información,3,48,60.687,23.117,,,
2018,11 Guanajuato,Subrama 54151 Servicios de diseño de sistemas de cómputo y servicios relacionados,139,1896,917.125,536.108,,,
2018,12 Guerrero,"Subsector 334 Fabricación de equipo de computación, comunicación, medición y de otros equipos, componentes y accesorios electrónicos",3,5,0.846,0.446,,,
2018,12 Guerrero,"Subsector 512 Industria fílmica y del video, e industria del sonido",35,705,862.644,435.588,,,
2018,12 Guerrero,Rama 5132 Edición de software,1,,,,,,
2018,12 Guerrero,Subsector 516 Radio y televisión y provisión de contenido,34,374,66.952,39.189,,,
2018,12 Guerrero,Subsector 517 Telecomunicaciones,101,371,112.794,38.024,,,
2018,12 Guerrero,"Subsector 518 Provisión de infraestructura de servicios de cómputo, procesamiento de datos, hospedaje de páginas de internet y otros servicios relacionados",1,,,,,,
2018,12 Guerrero,Subrama 51929 Portales de búsqueda en la red y otros servicios de suministro de información,2,,,,,,
2018,12 Guerrero,Subrama 54151 Servicios de diseño de sistemas de cómputo y servicios relacionados,8,38,8.149,5.712,,,
2018,13 Hidalgo,"Subsector 334 Fabricación de equipo de computación, comunicación, medición y de otros equipos, componentes y accesorios electrónicos",4,65,20.332,7.028,,,
2018,13 Hidalgo,"Subsector 512 Industria fílmica y del video, e industria del sonido",25,497,569.848,295.734,,,
2018,13 Hidalgo,Subsector 516 Radio y televisión y provisión de contenido,33,272,81.166,63.305,,,
2018,13 Hidalgo,Subsector 517 Telecomunicaciones,140,762,226.196,93.063,,,
2018,13 Hidalgo,"Subsector 518 Provisión de infraestructura de servicios de cómputo, procesamiento de datos, hospedaje de páginas de internet y otros servicios relacionados",4,69,45.701,33.334,,,
2018,13 Hidalgo,Subrama 51929 Portales de búsqueda en la red y otros servicios de suministro de información,2,,,,,,
2018,13 Hidalgo,Subrama 54151 Servicios de diseño de sistemas de cómputo y servicios relacionados,29,255,51.602,35.476,,,
2018,14 Jalisco,"Subsector 334 Fabricación de equipo de computación, comunicación, medición y de otros equipos, componentes y accesorios electrónicos",97,65343,42321.171,18829.365,,,
2018,14 Jalisco,"Subsector 512 Industria fílmica y del video, e industria del sonido",102,3136,3820.922,1937.39,,,
2018,14 Jalisco,Rama 5132 Edición de software,11,290,228.309,184.144,,,
2018,14 Jalisco,Subsector 516 Radio y televisión y provisión de contenido,68,1433,1252.118,352.058,,,
2018,14 Jalisco,Subsector 517 Telecomunicaciones,239,21840,22350.217,10148.712,,,
2018,14 Jalisco,"Subsector 518 Provisión de infraestructura de servicios de cómputo, procesamiento de datos, hospedaje de páginas de internet y otros servicios relacionados",11,1602,297.086,149.539,,,
2018,14 Jalisco,Subrama 51929 Portales de búsqueda en la red y otros servicios de suministro de información,1,,,,,,
2018,14 Jalisco,Subrama 54151 Servicios de diseño de sistemas de cómputo y servicios relacionados,260,11189,4016.144,2235.599,,,
2018,15 México,"Subsector 334 Fabricación de equipo de computación, comunicación, medición y de otros equipos, componentes y accesorios electrónicos",58,4131,6859.09,2476.242,,,
2018,15 México,"Subsector 512 Industria fílmica y del video, e industria del sonido",157,6342,7902.759,3781.992,,,
2018,15 México,Rama 5132 Edición de software,4,43,9.979,7.444,,,
2018,15 México,Subsector 516 Radio y televisión y provisión de contenido,51,1203,351.684,178.534,,,
2018,15 México,Subsector 517 Telecomunicaciones,405,2452,2395.448,1051.753,,,
2018,15 México,"Subsector 518 Provisión de infraestructura de servicios de cómputo, procesamiento de datos, hospedaje de páginas de internet y otros servicios relacionados",10,318,399.015,122.268,,,
2018,15 México,Subrama 51929 Portales de búsqueda en la red y otros servicios de suministro de información,6,79,18.758,8.834,,,
2018,15 México,Subrama 54151 Servicios de diseño de sistemas de cómputo y servicios relacionados,151,2851,2093.718,1301.662,,,
2018,16 Michoacán de Ocampo,"Subsector 334 Fabricación de equipo de computación, comunicación, medición y de otros equipos, componentes y accesorios electrónicos",5,,,,,,
2018,16 Michoacán de Ocampo,"Subsector 512 Industria fílmica y del video, e industria del sonido",38,2281,2745.945,1727.389,,,
2018,16 Michoacán de Ocampo,Rama 5132 Edición de software,3,,,,,,
2018,16 Michoacán de Ocampo,Subsector 516 Radio y televisión y provisión de contenido,84,1090,292.147,161.917,,,
2018,16 Michoacán de Ocampo,Subsector 517 Telecomunicaciones,171,1233,511.372,138.503,,,
2018,16 Michoacán de Ocampo,"Subsector 518 Provisión de infraestructura de servicios de cómputo, procesamiento de datos, hospedaje de páginas de internet y otros servicios relacionados",3,30,8.639,3.732,,,
2018,16 Michoacán de Ocampo,Subrama 51929 Portales de búsqueda en la red y otros servicios de suministro de información,2,,,,,,
2018,16 Michoacán de Ocampo,Subrama 54151 Servicios de diseño de sistemas de cómputo y servicios relacionados,49,576,228.274,128.707,,,
2018,17 Morelos,"Subsector 334 Fabricación de equipo de computación, comunicación, medición y de otros equipos, componentes y accesorios electrónicos",3,685,1022.727,336.477,,,
2018,17 Morelos,"Subsector 512 Industria fílmica y del video, e industria del sonido",27,721,822.078,423.45,,,
2018,17 Morelos,Subsector 516 Radio y televisión y provisión de contenido,30,789,144.334,59.902,,,
2018,17 Morelos,Subsector 517 Telecomunicaciones,76,510,598.34,298.365,,,
2018,17 Morelos,"Subsector 518 Provisión de infraestructura de servicios de cómputo, procesamiento de datos, hospedaje de páginas de internet y otros servicios relacionados",1,,,,,,
2018,17 Morelos,Subrama 51929 Portales de búsqueda en la red y otros servicios de suministro de información,2,,,,,,
2018,17 Morelos,Subrama 54151 Servicios de diseño de sistemas de cómputo y servicios relacionados,28,174,162.594,58.459,,,
2018,18 Nayarit,"Subsector 334 Fabricación de equipo de computación, comunicación, medición y de otros equipos, componentes y accesorios electrónicos",1,,,,,,
2018,18 Nayarit,"Subsector 512 Industria fílmica y del video, e industria del sonido",18,267,239.804,123.166,,,
2018,18 Nayarit,Rama 5132 Edición de software,2,,,,,,
2018,18 Nayarit,Subsector 516 Radio y televisión y provisión de contenido,12,157,31.416,18.02,,,
2018,18 Nayarit,Subsector 517 Telecomunicaciones,38,143,36.637,14.881,,,
2018,18 Nayarit,Subrama 51929 Portales de búsqueda en la red y otros servicios de suministro de información,1,,,,,,
2018,18 Nayarit,Subrama 54151 Servicios de diseño de sistemas de cómputo y servicios relacionados,12,84,25.01,16.344,,,
2018,19 Nuevo León,"Subsector 334 Fabricación de equipo de computación, comunicación, medición y de otros equipos, componentes y accesorios electrónicos",67,22732,21707.025,6805.114,,,
2018,19 Nuevo León,"Subsector 512 Industria fílmica y del video, e industria del sonido",105,4666,4084.836,1991.99,,,
2018,19 Nuevo León,Rama 5132 Edición de software,10,603,1005.921,608.844,,,
2018,19 Nuevo León,Subsector 516 Radio y televisión y provisión de contenido,29,837,656.639,377.26,,,
2018,19 Nuevo León,Subsector 517 Telecomunicaciones,116,10693,15243.783,4493.367,,,
2018,19 Nuevo León,"Subsector 518 Provisión de infraestructura de servicios de cómputo, procesamiento de datos, hospedaje de páginas de internet y otros servicios relacionados",21,3384,1439.45,938.679,,,
2018,19 Nuevo León,Subrama 51929 Portales de búsqueda en la red y otros servicios de suministro de información,2,,,,,,
2018,19 Nuevo León,Subrama 54151 Servicios de diseño de sistemas de cómputo y servicios relacionados,393,13876,5094.559,2849.585,,,
2018,20 Oaxaca,"Subsector 334 Fabricación de equipo de computación, comunicación, medición y de otros equipos, componentes y accesorios electrónicos",1,,,,,,
2018,20 Oaxaca,"Subsector 512 Industria fílmica y del video, e industria del sonido",26,502,525.175,260.857,,,
2018,20 Oaxaca,Rama 5132 Edición de software,3,14,10.04,9.687,,,
2018,20 Oaxaca,Subsector 516 Radio y televisión y provisión de contenido,131,1128,266.45,167.573,,,
2018,20 Oaxaca,Subsector 517 Telecomunicaciones,161,450,101.684,45.197,,,
2018,20 Oaxaca,"Subsector 518 Provisión de infraestructura de servicios de cómputo, procesamiento de datos, hospedaje de páginas de internet y otros servicios relacionados",4,83,69.27,50.071,,,
2018,20 Oaxaca,Subrama 51929 Portales de búsqueda en la red y otros servicios de suministro de información,5,23,8.851,8.103,,,
2018,20 Oaxaca,Subrama 54151 Servicios de diseño de sistemas de cómputo y servicios relacionados,44,274,78.16,42.645,,,
2018,21 Puebla,"Subsector 334 Fabricación de equipo de computación, comunicación, medición y de otros equipos, componentes y accesorios electrónicos",19,159,63.993,29.807,,,
2018,21 Puebla,"Subsector 512 Industria fílmica y del video, e industria del sonido",73,1594,1924.294,909.456,,,
2018,21 Puebla,Rama 5132 Edición de software,4,863,269.336,119.672,,,
2018,21 Puebla,Subsector 516 Radio y televisión y provisión de contenido,77,696,261.705,122.989,,,
2018,21 Puebla,Subsector 517 Telecomunicaciones,209,1026,616.834,203.239,,,
2018,21 Puebla,"Subsector 518 Provisión de infraestructura de servicios de cómputo, procesamiento de datos, hospedaje de páginas de internet y otros servicios relacionados",10,219,79.297,60.054,,,
2018,21 Puebla,Subrama 51929 Portales de búsqueda en la red y otros servicios de suministro de información,9,93,18.071,5.416,,,
2018,21 Puebla,Subrama 54151 Servicios de diseño de sistemas de cómputo y servicios relacionados,111,1884,884.722,495.203,,,
2018,22 Querétaro,"Subsector 334 Fabricación de equipo de computación, comunicación, medición y de otros equipos, componentes y accesorios electrónicos",37,9956,16973.616,6702.085,,,
2018,22 Querétaro,"Subsector 512 Industria fílmica y del video, e industria del sonido",34,1068,1333.828,682.876,,,
2018,22 Querétaro,Rama 5132 Edición de software,2,,,,,,
2018,22 Querétaro,Subsector 516 Radio y televisión y provisión de contenido,19,291,112.378,79.158,,,
2018,22 Querétaro,Subsector 517 Telecomunicaciones,68,788,285.835,164.539,,,
2018,22 Querétaro,"Subsector 518 Provisión de infraestructura de servicios de cómputo, procesamiento de datos, hospedaje de páginas de internet y otros servicios relacionados",9,190,50.102,29.538,,,
2018,22 Querétaro,Subrama 51929 Portales de búsqueda en la red y otros servicios de suministro de información,5,48,6.684,4.886,,,
2018,22 Querétaro,Subrama 54151 Servicios de diseño de sistemas de cómputo y servicios relacionados,136,7390,2012.869,1077.054,,,
2018,23 Quintana Roo,"Subsector 512 Industria fílmica y del video, e industria del sonido",32,1297,1938.4,972.121,,,
2018,23 Quintana Roo,Rama 5132 Edición de software,3,8,1.48,0.912,,,
2018,23 Quintana Roo,Subsector 516 Radio y televisión y provisión de contenido,24,812,215.003,134.975,,,
2018,23 Quintana Roo,Subsector 517 Telecomunicaciones,47,345,364.772,129.7,,,
2018,23 Quintana Roo,"Subsector 518 Provisión de infraestructura de servicios de cómputo, procesamiento de datos, hospedaje de páginas de internet y otros servicios relacionados",2,,,,,,
2018,23 Quintana Roo,Subrama 54151 Servicios de diseño de sistemas de cómputo y servicios relacionados,33,287,64.809,40.27,,,
2018,24 San Luis Potosí,"Subsector 334 Fabricación de equipo de computación, comunicación, medición y de otros equipos, componentes y accesorios electrónicos",12,,,,,,
2018,24 San Luis Potosí,"Subsector 512 Industria fílmica y del video, e industria del sonido",23,598,813.04,410.755,,,
2018,24 San Luis Potosí,Subsector 516 Radio y televisión y provisión de contenido,33,602,415.078,197.263,,,
2018,24 San Luis Potosí,Subsector 517 Telecomunicaciones,80,394,282.502,77.168,,,
2018,24 San Luis Potosí,"Subsector 518 Provisión de infraestructura de servicios de cómputo, procesamiento de datos, hospedaje de páginas de internet y otros servicios relacionados",4,83,233.419,124.687,,,
2018,24 San Luis Potosí,Subrama 51929 Portales de búsqueda en la red y otros servicios de suministro de información,7,55,5.876,3.505,,,
2018,24 San Luis Potosí,Subrama 54151 Servicios de diseño de sistemas de cómputo y servicios relacionados,35,340,148.294,64.542,,,
2018,25 Sinaloa,"Subsector 334 Fabricación de equipo de computación, comunicación, medición y de otros equipos, componentes y accesorios electrónicos",8,410,135.616,28.513,,,
2018,25 Sinaloa,"Subsector 512 Industria fílmica y del video, e industria del sonido",40,1154,1325.146,666.077,,,
2018,25 Sinaloa,Rama 5132 Edición de software,1,,,,,,
2018,25 Sinaloa,Subsector 516 Radio y televisión y provisión de contenido,48,1306,647.636,302.849,,,
2018,25 Sinaloa,Subsector 517 Telecomunicaciones,56,278,84.86,30.225,,,
2018,25 Sinaloa,"Subsector 518 Provisión de infraestructura de servicios de cómputo, procesamiento de datos, hospedaje de páginas de internet y otros servicios relacionados",9,103,32.737,17.7,,,
2018,25 Sinaloa,Subrama 51929 Portales de búsqueda en la red y otros servicios de suministro de información,2,,,,,,
2018,25 Sinaloa,Subrama 54151 Servicios de diseño de sistemas de cómputo y servicios relacionados,99,1654,618.624,341.158,,,
2018,26 Sonora,"Subsector 334 Fabricación de equipo de computación, comunicación, medición y de otros equipos, componentes y accesorios electrónicos",66,32100,13108.335,7490.828,,,
2018,26 Sonora,"Subsector 512 Industria fílmica y del video, e industria del sonido",31,991,1177.22,607.081,,,
2018,26 Sonora,Rama 5132 Edición de software,6,163,71.481,59.565,,,
2018,26 Sonora,Subsector 516 Radio y televisión y provisión de contenido,68,1136,615.46,361.07,,,
2018,26 Sonora,Subsector 517 Telecomunicaciones,55,362,384.041,137.88,,,
2018,26 Sonora,"Subsector 518 Provisión de infraestructura de servicios de cómputo, procesamiento de datos, hospedaje de páginas de internet y otros servicios relacionados",13,581,127.404,79.739,,,
2018,26 Sonora,Subrama 51929 Portales de búsqueda en la red y otros servicios de suministro de información,5,,,,,,
2018,26 Sonora,Subrama 54151 Servicios de diseño de sistemas de cómputo y servicios relacionados,101,1262,704.728,407.606,,,
2018,27 Tabasco,"Subsector 512 Industria fílmica y del video, e industria del sonido",25,701,844.087,434.407,,,
2018,27 Tabasco,Subsector 516 Radio y televisión y provisión de contenido,24,489,83.398,45.413,,,
2018,27 Tabasco,Subsector 517 Telecomunicaciones,77,329,100.223,64.614,,,
2018,27 Tabasco,"Subsector 518 Provisión de infraestructura de servicios de cómputo, procesamiento de datos, hospedaje de páginas de internet y otros servicios relacionados",9,,,,,,
2018,27 Tabasco,Subrama 51929 Portales de búsqueda en la red y otros servicios de suministro de información,1,,,,,,
2018,27 Tabasco,Subrama 54151 Servicios de diseño de sistemas de cómputo y servicios relacionados,30,249,171.705,61.591,,,
2018,28 Tamaulipas,"Subsector 334 Fabricación de equipo de computación, comunicación, medición y de otros equipos, componentes y accesorios electrónicos",62,56963,20108.925,12861.494,,,
2018,28 Tamaulipas,"Subsector 512 Industria fílmica y del video, e industria del sonido",34,1272,1760.532,862.708,,,
2018,28 Tamaulipas,Rama 5132 Edición de software,4,70,16.254,11.011,,,
2018,28 Tamaulipas,Subsector 516 Radio y televisión y provisión de contenido,62,1144,531.021,232.914,,,
2018,28 Tamaulipas,Subsector 517 Telecomunicaciones,75,3353,4900.527,3059.417,,,
2018,28 Tamaulipas,"Subsector 518 Provisión de infraestructura de servicios de cómputo, procesamiento de datos, hospedaje de páginas de internet y otros servicios relacionados",7,,,,,,
2018,28 Tamaulipas,Subrama 51929 Portales de búsqueda en la red y otros servicios de suministro de información,1,,,,,,
2018,28 Tamaulipas,Subrama 54151 Servicios de diseño de sistemas de cómputo y servicios relacionados,31,509,186.598,107.26,,,
2018,29 Tlaxcala,"Subsector 334 Fabricación de equipo de computación, comunicación, medición y de otros equipos, componentes y accesorios electrónicos",9,,,,,,
2018,29 Tlaxcala,"Subsector 512 Industria fílmica y del video, e industria del sonido",12,168,168.396,81.198,,,
2018,29 Tlaxcala,Subsector 516 Radio y televisión y provisión de contenido,6,,,,,,
2018,29 Tlaxcala,Subsector 517 Telecomunicaciones,52,122,35.156,18.457,,,
2018,29 Tlaxcala,Subrama 51929 Portales de búsqueda en la red y otros servicios de suministro de información,2,,,,,,
2018,29 Tlaxcala,Subrama 54151 Servicios de diseño de sistemas de cómputo y servicios relacionados,16,122,34.905,17.547,,,
2018,30 Veracruz de Ignacio de la Llave,"Subsector 334 Fabricación de equipo de computación, comunicación, medición y de otros equipos, componentes y accesorios electrónicos",15,214,48.579,30.344,,,
2018,30 Veracruz de Ignacio de la Llave,"Subsector 512 Industria fílmica y del video, e industria del sonido",59,1705,2329.448,1203.833,,,
2018,30 Veracruz de Ignacio de la Llave,Rama 5132 Edición de software,4,27,30.457,24.344,,,
2018,30 Veracruz de Ignacio de la Llave,Subsector 516 Radio y televisión y provisión de contenido,96,1527,395.522,202.665,,,
2018,30 Veracruz de Ignacio de la Llave,Subsector 517 Telecomunicaciones,253,991,478.257,220.316,,,
2018,30 Veracruz de Ignacio de la Llave,"Subsector 518 Provisión de infraestructura de servicios de cómputo, procesamiento de datos, hospedaje de páginas de internet y otros servicios relacionados",17,711,636.466,479.674,,,
2018,30 Veracruz de Ignacio de la Llave,Subrama 51929 Portales de búsqueda en la red y otros servicios de suministro de información,4,37,3.744,2.139,,,
2018,30 Veracruz de Ignacio de la Llave,Subrama 54151 Servicios de diseño de sistemas de cómputo y servicios relacionados,70,711,263.908,191.912,,,
2018,31 Yucatán,"Subsector 334 Fabricación de equipo de computación, comunicación, medición y de otros equipos, componentes y accesorios electrónicos",3,385,320.603,111.796,,,
2018,31 Yucatán,"Subsector 512 Industria fílmica y del video, e industria del sonido",46,1064,1165.554,621.856,,,
2018,31 Yucatán,Rama 5132 Edición de software,2,,,,,,
2018,31 Yucatán,Subsector 516 Radio y televisión y provisión de contenido,22,412,274.554,144.57,,,
2018,31 Yucatán,Subsector 517 Telecomunicaciones,95,850,509.22,186.689,,,
2018,31 Yucatán,"Subsector 518 Provisión de infraestructura de servicios de cómputo, procesamiento de datos, hospedaje de páginas de internet y otros servicios relacionados",7,180,47.548,11.08,,,
