Año Censal,Entidad,Actividad económica,UE Unidades económicas,H001A Personal ocupado total,A111A Producción bruta total (millones de pesos),A131A Valor agregado censal bruto (millones de pesos),,,
2018,31 Yucatán,Subrama 54151 Servicios de diseño de sistemas de cómputo y servicios relacionados,86,1880,757.155,484.229,,,
2018,32 Zacatecas,"Subsector 334 Fabricación de equipo de computación, comunicación, medición y de otros equipos, componentes y accesorios electrónicos",3,1580,724,624.082,,,
2018,32 Zacatecas,"Subsector 512 Industria fílmica y del video, e industria del sonido",19,263,240.129,123.573,,,
2018,32 Zacatecas,Subsector 516 Radio y televisión y provisión de contenido,17,134,52.036,32.444,,,
2018,32 Zacatecas,Subsector 517 Telecomunicaciones,58,2353,2103.412,503.889,,,
2018,32 Zacatecas,Subrama 51929 Portales de búsqueda en la red y otros servicios de suministro de información,1,,,,,,
2018,32 Zacatecas,Subrama 54151 Servicios de diseño de sistemas de cómputo y servicios relacionados,16,137,42.989,23.315,,,
2013,00 Total Nacional,"Subsector 334 Fabricación de equipo de computación, comunicación, medición y de otros equipos, componentes y accesorios electrónicos",745,300544,113115.432,48373.883,,,
2013,00 Total Nacional,"Subsector 512 Industria fílmica y del video, e industria del sonido",1295,40909,39093.642,19889.934,,,
2013,00 Total Nacional,Rama 5132 Edición de software,51,1926,2114.881,842.719,,,
2013,00 Total Nacional,Subsector 516 Radio y televisión y provisión de contenido,1498,52403,65778.554,8690.207,,,
2013,00 Total Nacional,Subsector 517 Telecomunicaciones,4397,128292,397473.74,118186.153,,,
2013,00 Total Nacional,"Subsector 518 Provisión de infraestructura de servicios de cómputo, procesamiento de datos, hospedaje de páginas de internet y otros servicios relacionados",299,14498,7477.87,4399.268,,,
2013,00 Total Nacional,Subrama 51929 Portales de búsqueda en la red y otros servicios de suministro de información,109,2056,2011.789,700.35,,,
2013,00 Total Nacional,Subrama 54151 Servicios de diseño de sistemas de cómputo y servicios relacionados,2783,59474,25748.775,11638.142,,,
2013,01 Aguascalientes,"Subsector 334 Fabricación de equipo de computación, comunicación, medición y de otros equipos, componentes y accesorios electrónicos",10,12821,5366.636,1568.862,,,
2013,01 Aguascalientes,"Subsector 512 Industria fílmica y del video, e industria del sonido",11,335,270.045,167.816,,,
2013,01 Aguascalientes,Rama 5132 Edición de software,1,,,,,,
2013,01 Aguascalientes,Subsector 516 Radio y televisión y provisión de contenido,10,197,49.497,27.655,,,
2013,01 Aguascalientes,Subsector 517 Telecomunicaciones,28,1110,399.578,145.418,,,
2013,01 Aguascalientes,"Subsector 518 Provisión de infraestructura de servicios de cómputo, procesamiento de datos, hospedaje de páginas de internet y otros servicios relacionados",6,44,4.144,3.399,,,
2013,01 Aguascalientes,Subrama 51929 Portales de búsqueda en la red y otros servicios de suministro de información,2,,,,,,
2013,01 Aguascalientes,Subrama 54151 Servicios de diseño de sistemas de cómputo y servicios relacionados,45,412,48.944,29.61,,,
2013,02 Baja California,"Subsector 334 Fabricación de equipo de computación, comunicación, medición y de otros equipos, componentes y accesorios electrónicos",155,64740,16993.564,10321.271,,,
2013,02 Baja California,"Subsector 512 Industria fílmica y del video, e industria del sonido",41,1539,1244.63,789.259,,,
2013,02 Baja California,Rama 5132 Edición de software,1,,,,,,
2013,02 Baja California,Subsector 516 Radio y televisión y provisión de contenido,52,697,293.813,92.246,,,
2013,02 Baja California,Subsector 517 Telecomunicaciones,92,2234,6433.093,647.586,,,
2013,02 Baja California,"Subsector 518 Provisión de infraestructura de servicios de cómputo, procesamiento de datos, hospedaje de páginas de internet y otros servicios relacionados",6,23,17.409,11.409,,,
2013,02 Baja California,Subrama 51929 Portales de búsqueda en la red y otros servicios de suministro de información,3,,,,,,
2013,02 Baja California,Subrama 54151 Servicios de diseño de sistemas de cómputo y servicios relacionados,83,794,231.158,83.706,,,
2013,03 Baja California Sur,"Subsector 512 Industria fílmica y del video, e industria del sonido",11,355,579.729,358.329,,,
2013,03 Baja California Sur,Subsector 516 Radio y televisión y provisión de contenido,13,126,40.55,34.784,,,
2013,03 Baja California Sur,Subsector 517 Telecomunicaciones,29,225,58.852,34.86,,,
2013,03 Baja California Sur,"Subsector 518 Provisión de infraestructura de servicios de cómputo, procesamiento de datos, hospedaje de páginas de internet y otros servicios relacionados",3,,,,,,
2013,03 Baja California Sur,Subrama 51929 Portales de búsqueda en la red y otros servicios de suministro de información,1,,,,,,
2013,03 Baja California Sur,Subrama 54151 Servicios de diseño de sistemas de cómputo y servicios relacionados,14,111,15.348,12.163,,,
2013,04 Campeche,"Subsector 334 Fabricación de equipo de computación, comunicación, medición y de otros equipos, componentes y accesorios electrónicos",1,,,,,,
2013,04 Campeche,"Subsector 512 Industria fílmica y del video, e industria del sonido",8,246,231.431,140.634,,,
2013,04 Campeche,Subsector 516 Radio y televisión y provisión de contenido,26,432,103.664,79.583,,,
2013,04 Campeche,Subsector 517 Telecomunicaciones,70,524,132.61,83.122,,,
2013,04 Campeche,"Subsector 518 Provisión de infraestructura de servicios de cómputo, procesamiento de datos, hospedaje de páginas de internet y otros servicios relacionados",4,402,680.207,563.139,,,
2013,04 Campeche,Subrama 51929 Portales de búsqueda en la red y otros servicios de suministro de información,2,,,,,,
2013,04 Campeche,Subrama 54151 Servicios de diseño de sistemas de cómputo y servicios relacionados,19,149,14.299,9.352,,,
2013,05 Coahuila de Zaragoza,"Subsector 334 Fabricación de equipo de computación, comunicación, medición y de otros equipos, componentes y accesorios electrónicos",22,7470,1383.762,630.474,,,
2013,05 Coahuila de Zaragoza,"Subsector 512 Industria fílmica y del video, e industria del sonido",35,1012,824.056,475.045,,,
2013,05 Coahuila de Zaragoza,Rama 5132 Edición de software,1,,,,,,
2013,05 Coahuila de Zaragoza,Subsector 516 Radio y televisión y provisión de contenido,62,1159,416.921,156.221,,,
2013,05 Coahuila de Zaragoza,Subsector 517 Telecomunicaciones,77,3379,677.951,478.457,,,
2013,05 Coahuila de Zaragoza,"Subsector 518 Provisión de infraestructura de servicios de cómputo, procesamiento de datos, hospedaje de páginas de internet y otros servicios relacionados",5,13,4.77,2.779,,,
2013,05 Coahuila de Zaragoza,Subrama 51929 Portales de búsqueda en la red y otros servicios de suministro de información,1,,,,,,
2013,05 Coahuila de Zaragoza,Subrama 54151 Servicios de diseño de sistemas de cómputo y servicios relacionados,75,919,219.131,148.517,,,
2013,06 Colima,"Subsector 512 Industria fílmica y del video, e industria del sonido",10,325,225.398,140.992,,,
2013,06 Colima,Subsector 516 Radio y televisión y provisión de contenido,21,209,54.938,26.433,,,
2013,06 Colima,Subsector 517 Telecomunicaciones,42,293,176.855,53.184,,,
2013,06 Colima,"Subsector 518 Provisión de infraestructura de servicios de cómputo, procesamiento de datos, hospedaje de páginas de internet y otros servicios relacionados",2,,,,,,
2013,06 Colima,Subrama 54151 Servicios de diseño de sistemas de cómputo y servicios relacionados,19,171,33.892,23.072,,,
2013,07 Chiapas,"Subsector 334 Fabricación de equipo de computación, comunicación, medición y de otros equipos, componentes y accesorios electrónicos",2,,,,,,
2013,07 Chiapas,"Subsector 512 Industria fílmica y del video, e industria del sonido",23,708,597.896,378.275,,,
2013,07 Chiapas,Subsector 516 Radio y televisión y provisión de contenido,105,1344,252.198,169.068,,,
2013,07 Chiapas,Subsector 517 Telecomunicaciones,152,907,298.641,146.112,,,
2013,07 Chiapas,"Subsector 518 Provisión de infraestructura de servicios de cómputo, procesamiento de datos, hospedaje de páginas de internet y otros servicios relacionados",3,,,,,,
2013,07 Chiapas,Subrama 54151 Servicios de diseño de sistemas de cómputo y servicios relacionados,33,182,31.052,16.037,,,
2013,08 Chihuahua,"Subsector 334 Fabricación de equipo de computación, comunicación, medición y de otros equipos, componentes y accesorios electrónicos",81,65868,19124.143,9528.769,,,
2013,08 Chihuahua,"Subsector 512 Industria fílmica y del video, e industria del sonido",27,839,678.06,404.17,,,
2013,08 Chihuahua,Rama 5132 Edición de software,2,,,,,,
2013,08 Chihuahua,Subsector 516 Radio y televisión y provisión de contenido,71,1518,583.815,222.416,,,
2013,08 Chihuahua,Subsector 517 Telecomunicaciones,97,2333,6509.451,172.928,,,
2013,08 Chihuahua,"Subsector 518 Provisión de infraestructura de servicios de cómputo, procesamiento de datos, hospedaje de páginas de internet y otros servicios relacionados",15,4368,721.852,358.443,,,
2013,08 Chihuahua,Subrama 51929 Portales de búsqueda en la red y otros servicios de suministro de información,1,,,,,,
2013,08 Chihuahua,Subrama 54151 Servicios de diseño de sistemas de cómputo y servicios relacionados,78,732,144.744,98.506,,,
2013,09 Ciudad de México,"Subsector 334 Fabricación de equipo de computación, comunicación, medición y de otros equipos, componentes y accesorios electrónicos",83,5771,2541.905,534.691,,,
2013,09 Ciudad de México,"Subsector 512 Industria fílmica y del video, e industria del sonido",365,13060,14214.396,4815.703,,,
2013,09 Ciudad de México,Rama 5132 Edición de software,24,1162,1384.876,566.323,,,
2013,09 Ciudad de México,Subsector 516 Radio y televisión y provisión de contenido,110,31009,58717.313,5660.337,,,
2013,09 Ciudad de México,Subsector 517 Telecomunicaciones,375,63075,216843.427,83566.185,,,
2013,09 Ciudad de México,"Subsector 518 Provisión de infraestructura de servicios de cómputo, procesamiento de datos, hospedaje de páginas de internet y otros servicios relacionados",72,5293,2893.552,1454.03,,,
2013,09 Ciudad de México,Subrama 51929 Portales de búsqueda en la red y otros servicios de suministro de información,30,1365,1698.929,574.778,,,
2013,09 Ciudad de México,Subrama 54151 Servicios de diseño de sistemas de cómputo y servicios relacionados,867,31685,15067.907,5826.569,,,
2013,10 Durango,"Subsector 334 Fabricación de equipo de computación, comunicación, medición y de otros equipos, componentes y accesorios electrónicos",1,,,,,,
2013,10 Durango,"Subsector 512 Industria fílmica y del video, e industria del sonido",7,242,263.578,162.446,,,
2013,10 Durango,Subsector 516 Radio y televisión y provisión de contenido,26,426,94.547,52.045,,,
2013,10 Durango,Subsector 517 Telecomunicaciones,44,364,84.848,68.705,,,
2013,10 Durango,"Subsector 518 Provisión de infraestructura de servicios de cómputo, procesamiento de datos, hospedaje de páginas de internet y otros servicios relacionados",4,,,,,,
2013,10 Durango,Subrama 51929 Portales de búsqueda en la red y otros servicios de suministro de información,1,,,,,,
2013,10 Durango,Subrama 54151 Servicios de diseño de sistemas de cómputo y servicios relacionados,17,131,16.864,13.505,,,
2013,11 Guanajuato,"Subsector 334 Fabricación de equipo de computación, comunicación, medición y de otros equipos, componentes y accesorios electrónicos",14,1832,458.77,192.668,,,
2013,11 Guanajuato,"Subsector 512 Industria fílmica y del video, e industria del sonido",40,1194,1278.737,795.876,,,
2013,11 Guanajuato,Rama 5132 Edición de software,3,,,,,,
2013,11 Guanajuato,Subsector 516 Radio y televisión y provisión de contenido,38,685,180.313,89.276,,,
2013,11 Guanajuato,Subsector 517 Telecomunicaciones,285,1386,689.648,267.382,,,
2013,11 Guanajuato,"Subsector 518 Provisión de infraestructura de servicios de cómputo, procesamiento de datos, hospedaje de páginas de internet y otros servicios relacionados",11,114,84.447,43.844,,,
2013,11 Guanajuato,Subrama 51929 Portales de búsqueda en la red y otros servicios de suministro de información,1,,,,,,
2013,11 Guanajuato,Subrama 54151 Servicios de diseño de sistemas de cómputo y servicios relacionados,108,846,227.865,118.533,,,
2013,12 Guerrero,"Subsector 334 Fabricación de equipo de computación, comunicación, medición y de otros equipos, componentes y accesorios electrónicos",1,,,,,,
2013,12 Guerrero,"Subsector 512 Industria fílmica y del video, e industria del sonido",29,1021,774.288,488.714,,,
2013,12 Guerrero,Rama 5132 Edición de software,1,,,,,,
2013,12 Guerrero,Subsector 516 Radio y televisión y provisión de contenido,48,443,68.916,32.878,,,
2013,12 Guerrero,Subsector 517 Telecomunicaciones,126,614,163.816,114.958,,,
2013,12 Guerrero,"Subsector 518 Provisión de infraestructura de servicios de cómputo, procesamiento de datos, hospedaje de páginas de internet y otros servicios relacionados",2,,,,,,
2013,12 Guerrero,Subrama 54151 Servicios de diseño de sistemas de cómputo y servicios relacionados,10,,,,,,
2013,13 Hidalgo,"Subsector 334 Fabricación de equipo de computación, comunicación, medición y de otros equipos, componentes y accesorios electrónicos",8,121,41.815,17.495,,,
2013,13 Hidalgo,"Subsector 512 Industria fílmica y del video, e industria del sonido",20,433,363.342,221.463,,,
2013,13 Hidalgo,Subsector 516 Radio y televisión y provisión de contenido,31,247,30.418,16.07,,,
2013,13 Hidalgo,Subsector 517 Telecomunicaciones,179,730,376.977,167.632,,,
2013,13 Hidalgo,"Subsector 518 Provisión de infraestructura de servicios de cómputo, procesamiento de datos, hospedaje de páginas de internet y otros servicios relacionados",7,74,47.189,33.535,,,
2013,13 Hidalgo,Subrama 54151 Servicios de diseño de sistemas de cómputo y servicios relacionados,25,,,,,,
2013,14 Jalisco,"Subsector 334 Fabricación de equipo de computación, comunicación, medición y de otros equipos, componentes y accesorios electrónicos",63,42343,20768.671,6729.675,,,
2013,14 Jalisco,"Subsector 512 Industria fílmica y del video, e industria del sonido",94,2391,1909.36,1187.494,,,
2013,14 Jalisco,Rama 5132 Edición de software,8,325,382.151,132.819,,,
2013,14 Jalisco,Subsector 516 Radio y televisión y provisión de contenido,66,1520,732.833,243.762,,,
2013,14 Jalisco,Subsector 517 Telecomunicaciones,263,13401,22183.714,2428.985,,,
2013,14 Jalisco,"Subsector 518 Provisión de infraestructura de servicios de cómputo, procesamiento de datos, hospedaje de páginas de internet y otros servicios relacionados",16,295,597.641,163.171,,,
2013,14 Jalisco,Subrama 51929 Portales de búsqueda en la red y otros servicios de suministro de información,8,100,54.947,18.338,,,
2013,14 Jalisco,Subrama 54151 Servicios de diseño de sistemas de cómputo y servicios relacionados,237,5722,2650.482,1751.908,,,
2013,15 México,"Subsector 334 Fabricación de equipo de computación, comunicación, medición y de otros equipos, componentes y accesorios electrónicos",41,4874,8563.546,2017.23,,,
2013,15 México,"Subsector 512 Industria fílmica y del video, e industria del sonido",102,4208,4252.035,2433.181,,,
2013,15 México,Rama 5132 Edición de software,1,,,,,,
2013,15 México,Subsector 516 Radio y televisión y provisión de contenido,32,777,187.192,55.499,,,
2013,15 México,Subsector 517 Telecomunicaciones,516,1786,480.684,242.098,,,
2013,15 México,"Subsector 518 Provisión de infraestructura de servicios de cómputo, procesamiento de datos, hospedaje de páginas de internet y otros servicios relacionados",7,305,135.536,57.015,,,
2013,15 México,Subrama 51929 Portales de búsqueda en la red y otros servicios de suministro de información,1,,,,,,
2013,15 México,Subrama 54151 Servicios de diseño de sistemas de cómputo y servicios relacionados,126,1058,399.098,132.902,,,
2013,16 Michoacán de Ocampo,"Subsector 334 Fabricación de equipo de computación, comunicación, medición y de otros equipos, componentes y accesorios electrónicos",1,,,,,,
2013,16 Michoacán de Ocampo,"Subsector 512 Industria fílmica y del video, e industria del sonido",44,1107,916.546,578.643,,,
2013,16 Michoacán de Ocampo,Subsector 516 Radio y televisión y provisión de contenido,88,853,326.045,170.634,,,
2013,16 Michoacán de Ocampo,Subsector 517 Telecomunicaciones,209,1506,342.386,199.757,,,
2013,16 Michoacán de Ocampo,"Subsector 518 Provisión de infraestructura de servicios de cómputo, procesamiento de datos, hospedaje de páginas de internet y otros servicios relacionados",4,18,5.232,3.893,,,
2013,16 Michoacán de Ocampo,Subrama 51929 Portales de búsqueda en la red y otros servicios de suministro de información,2,,,,,,
2013,16 Michoacán de Ocampo,Subrama 54151 Servicios de diseño de sistemas de cómputo y servicios relacionados,41,227,30.122,18.911,,,
2013,17 Morelos,"Subsector 334 Fabricación de equipo de computación, comunicación, medición y de otros equipos, componentes y accesorios electrónicos",4,534,1081.334,482.486,,,
2013,17 Morelos,"Subsector 512 Industria fílmica y del video, e industria del sonido",22,674,561.147,351.658,,,
2013,17 Morelos,Subsector 516 Radio y televisión y provisión de contenido,21,430,119.837,64.373,,,
2013,17 Morelos,Subsector 517 Telecomunicaciones,94,1323,1104.849,486.735,,,
2013,17 Morelos,"Subsector 518 Provisión de infraestructura de servicios de cómputo, procesamiento de datos, hospedaje de páginas de internet y otros servicios relacionados",1,,,,,,
2013,17 Morelos,Subrama 51929 Portales de búsqueda en la red y otros servicios de suministro de información,1,,,,,,
2013,17 Morelos,Subrama 54151 Servicios de diseño de sistemas de cómputo y servicios relacionados,16,159,73.907,25.86,,,
2013,18 Nayarit,"Subsector 512 Industria fílmica y del video, e industria del sonido",11,160,142.102,89.669,,,
2013,18 Nayarit,Subsector 516 Radio y televisión y provisión de contenido,19,264,101.103,41.908,,,
2013,18 Nayarit,Subsector 517 Telecomunicaciones,49,264,63.996,40.732,,,
2013,18 Nayarit,"Subsector 518 Provisión de infraestructura de servicios de cómputo, procesamiento de datos, hospedaje de páginas de internet y otros servicios relacionados",1,,,,,,
2013,18 Nayarit,Subrama 51929 Portales de búsqueda en la red y otros servicios de suministro de información,1,,,,,,
2013,18 Nayarit,Subrama 54151 Servicios de diseño de sistemas de cómputo y servicios relacionados,10,,,,,,
2013,19 Nuevo León,"Subsector 334 Fabricación de equipo de computación, comunicación, medición y de otros equipos, componentes y accesorios electrónicos",76,13279,8961.654,2650.023,,,
2013,19 Nuevo León,"Subsector 512 Industria fílmica y del video, e industria del sonido",85,2322,1840.747,1110.566,,,
2013,19 Nuevo León,Rama 5132 Edición de software,1,,,,,,
2013,19 Nuevo León,Subsector 516 Radio y televisión y provisión de contenido,27,685,440.906,130.199,,,
2013,19 Nuevo León,Subsector 517 Telecomunicaciones,125,10458,36835.132,12271.185,,,
2013,19 Nuevo León,"Subsector 518 Provisión de infraestructura de servicios de cómputo, procesamiento de datos, hospedaje de páginas de internet y otros servicios relacionados",15,682,290.839,205.411,,,
2013,19 Nuevo León,Subrama 51929 Portales de búsqueda en la red y otros servicios de suministro de información,5,90,67.945,38.864,,,
2013,19 Nuevo León,Subrama 54151 Servicios de diseño de sistemas de cómputo y servicios relacionados,269,6494,3542.977,1617.636,,,
2013,20 Oaxaca,"Subsector 512 Industria fílmica y del video, e industria del sonido",19,311,249.371,140.727,,,
2013,20 Oaxaca,Subsector 516 Radio y televisión y provisión de contenido,127,1081,169.21,97.322,,,
2013,20 Oaxaca,Subsector 517 Telecomunicaciones,156,1015,263.807,211.148,,,
2013,20 Oaxaca,"Subsector 518 Provisión de infraestructura de servicios de cómputo, procesamiento de datos, hospedaje de páginas de internet y otros servicios relacionados",9,110,67.948,48.635,,,
2013,20 Oaxaca,Subrama 51929 Portales de búsqueda en la red y otros servicios de suministro de información,7,27,2.438,1.003,,,
2013,20 Oaxaca,Subrama 54151 Servicios de diseño de sistemas de cómputo y servicios relacionados,38,251,37.467,24.319,,,
2013,21 Puebla,"Subsector 334 Fabricación de equipo de computación, comunicación, medición y de otros equipos, componentes y accesorios electrónicos",11,214,50.544,24.505,,,
2013,21 Puebla,"Subsector 512 Industria fílmica y del video, e industria del sonido",36,1103,914.606,565.178,,,
2013,21 Puebla,Rama 5132 Edición de software,2,,,,,,
2013,21 Puebla,Subsector 516 Radio y televisión y provisión de contenido,65,666,252.944,56.183,,,
2013,21 Puebla,Subsector 517 Telecomunicaciones,240,3692,16035.763,933.902,,,
2013,21 Puebla,"Subsector 518 Provisión de infraestructura de servicios de cómputo, procesamiento de datos, hospedaje de páginas de internet y otros servicios relacionados",14,184,58.077,33.731,,,
2013,21 Puebla,Subrama 51929 Portales de búsqueda en la red y otros servicios de suministro de información,7,85,37.53,24.709,,,
2013,21 Puebla,Subrama 54151 Servicios de diseño de sistemas de cómputo y servicios relacionados,104,1562,276.233,196.137,,,
2013,22 Querétaro,"Subsector 334 Fabricación de equipo de computación, comunicación, medición y de otros equipos, componentes y accesorios electrónicos",25,8351,7396.056,2080.201,,,
2013,22 Querétaro,"Subsector 512 Industria fílmica y del video, e industria del sonido",22,662,545.7,339.366,,,
2013,22 Querétaro,Subsector 516 Radio y televisión y provisión de contenido,16,337,197.42,89.056,,,
2013,22 Querétaro,Subsector 517 Telecomunicaciones,85,5624,15786.732,4145.132,,,
2013,22 Querétaro,"Subsector 518 Provisión de infraestructura de servicios de cómputo, procesamiento de datos, hospedaje de páginas de internet y otros servicios relacionados",11,320,127.75,65.43,,,
2013,22 Querétaro,Subrama 51929 Portales de búsqueda en la red y otros servicios de suministro de información,2,,,,,,
2013,22 Querétaro,Subrama 54151 Servicios de diseño de sistemas de cómputo y servicios relacionados,114,3388,1562.396,950.934,,,
2013,23 Quintana Roo,"Subsector 334 Fabricación de equipo de computación, comunicación, medición y de otros equipos, componentes y accesorios electrónicos",3,,,,,,
2013,23 Quintana Roo,"Subsector 512 Industria fílmica y del video, e industria del sonido",22,894,796.742,500.911,,,
2013,23 Quintana Roo,Rama 5132 Edición de software,1,,,,,,
2013,23 Quintana Roo,Subsector 516 Radio y televisión y provisión de contenido,28,563,135.212,59.297,,,
2013,23 Quintana Roo,Subsector 517 Telecomunicaciones,53,516,155.166,77.112,,,
2013,23 Quintana Roo,"Subsector 518 Provisión de infraestructura de servicios de cómputo, procesamiento de datos, hospedaje de páginas de internet y otros servicios relacionados",3,19,4.341,2.794,,,
2013,23 Quintana Roo,Subrama 51929 Portales de búsqueda en la red y otros servicios de suministro de información,2,,,,,,
2013,23 Quintana Roo,Subrama 54151 Servicios de diseño de sistemas de cómputo y servicios relacionados,30,,,,,,
2013,24 San Luis Potosí,"Subsector 334 Fabricación de equipo de computación, comunicación, medición y de otros equipos, componentes y accesorios electrónicos",8,,,,,,
2013,24 San Luis Potosí,"Subsector 512 Industria fílmica y del video, e industria del sonido",18,517,923.752,565.622,,,
2013,24 San Luis Potosí,Subsector 516 Radio y televisión y provisión de contenido,35,475,186.903,91.887,,,
2013,24 San Luis Potosí,Subsector 517 Telecomunicaciones,88,681,236.018,129.14,,,
2013,24 San Luis Potosí,"Subsector 518 Provisión de infraestructura de servicios de cómputo, procesamiento de datos, hospedaje de páginas de internet y otros servicios relacionados",4,33,10.252,8.01,,,
2013,24 San Luis Potosí,Subrama 51929 Portales de búsqueda en la red y otros servicios de suministro de información,2,,,,,,
2013,24 San Luis Potosí,Subrama 54151 Servicios de diseño de sistemas de cómputo y servicios relacionados,32,407,126.651,23.659,,,
2013,25 Sinaloa,"Subsector 334 Fabricación de equipo de computación, comunicación, medición y de otros equipos, componentes y accesorios electrónicos",2,,,,,,
2013,25 Sinaloa,"Subsector 512 Industria fílmica y del video, e industria del sonido",29,701,788.387,388.138,,,
2013,25 Sinaloa,Subsector 516 Radio y televisión y provisión de contenido,44,904,277.269,126.995,,,
2013,25 Sinaloa,Subsector 517 Telecomunicaciones,96,2275,7111.682,61.261,,,
2013,25 Sinaloa,"Subsector 518 Provisión de infraestructura de servicios de cómputo, procesamiento de datos, hospedaje de páginas de internet y otros servicios relacionados",9,,,,,,
2013,25 Sinaloa,Subrama 51929 Portales de búsqueda en la red y otros servicios de suministro de información,2,,,,,,
2013,25 Sinaloa,Subrama 54151 Servicios de diseño de sistemas de cómputo y servicios relacionados,76,707,142.489,101.731,,,
2013,26 Sonora,"Subsector 334 Fabricación de equipo de computación, comunicación, medición y de otros equipos, componentes y accesorios electrónicos",64,23330,6228.603,3360.474,,,
2013,26 Sonora,"Subsector 512 Industria fílmica y del video, e industria del sonido",28,692,510.021,313.348,,,
2013,26 Sonora,Subsector 516 Radio y televisión y provisión de contenido,72,1267,544.346,303.948,,,
2013,26 Sonora,Subsector 517 Telecomunicaciones,89,983,258.201,166.661,,,
2013,26 Sonora,"Subsector 518 Provisión de infraestructura de servicios de cómputo, procesamiento de datos, hospedaje de páginas de internet y otros servicios relacionados",9,454,63.767,52.119,,,
2013,26 Sonora,Subrama 51929 Portales de búsqueda en la red y otros servicios de suministro de información,11,,,,,,
2013,26 Sonora,Subrama 54151 Servicios de diseño de sistemas de cómputo y servicios relacionados,91,1162,444.771,198.21,,,
2013,27 Tabasco,"Subsector 334 Fabricación de equipo de computación, comunicación, medición y de otros equipos, componentes y accesorios electrónicos",1,,,,,,
2013,27 Tabasco,"Subsector 512 Industria fílmica y del video, e industria del sonido",19,621,495.425,313.233,,,
2013,27 Tabasco,Subsector 516 Radio y televisión y provisión de contenido,22,408,39.59,-20.332,,,
2013,27 Tabasco,Subsector 517 Telecomunicaciones,87,500,119.576,80.092,,,
2013,27 Tabasco,"Subsector 518 Provisión de infraestructura de servicios de cómputo, procesamiento de datos, hospedaje de páginas de internet y otros servicios relacionados",9,500,486.017,382.819,,,
2013,27 Tabasco,Subrama 51929 Portales de búsqueda en la red y otros servicios de suministro de información,1,,,,,,
2013,27 Tabasco,Subrama 54151 Servicios de diseño de sistemas de cómputo y servicios relacionados,20,152,17.288,7.201,,,
2013,28 Tamaulipas,"Subsector 334 Fabricación de equipo de computación, comunicación, medición y de otros equipos, componentes y accesorios electrónicos",53,46513,13102.849,7899.226,,,
2013,28 Tamaulipas,"Subsector 512 Industria fílmica y del video, e industria del sonido",31,928,831.479,515.003,,,
2013,28 Tamaulipas,Rama 5132 Edición de software,1,,,,,,
2013,28 Tamaulipas,Subsector 516 Radio y televisión y provisión de contenido,71,1087,496.235,170.539,,,
2013,28 Tamaulipas,Subsector 517 Telecomunicaciones,128,1321,564.546,329.59,,,
2013,28 Tamaulipas,"Subsector 518 Provisión de infraestructura de servicios de cómputo, procesamiento de datos, hospedaje de páginas de internet y otros servicios relacionados",11,261,205.218,155.883,,,
2013,28 Tamaulipas,Subrama 51929 Portales de búsqueda en la red y otros servicios de suministro de información,5,,,,,,
2013,28 Tamaulipas,Subrama 54151 Servicios de diseño de sistemas de cómputo y servicios relacionados,27,290,68.086,22.534,,,
2013,29 Tlaxcala,"Subsector 334 Fabricación de equipo de computación, comunicación, medición y de otros equipos, componentes y accesorios electrónicos",4,,,,,,
2013,29 Tlaxcala,"Subsector 512 Industria fílmica y del video, e industria del sonido",5,,,,,,
2013,29 Tlaxcala,Rama 5132 Edición de software,1,,,,,,
2013,29 Tlaxcala,Subsector 516 Radio y televisión y provisión de contenido,11,99,28.318,21.018,,,
2013,29 Tlaxcala,Subsector 517 Telecomunicaciones,69,368,90.275,54.53,,,
2013,29 Tlaxcala,"Subsector 518 Provisión de infraestructura de servicios de cómputo, procesamiento de datos, hospedaje de páginas de internet y otros servicios relacionados",2,,,,,,
2013,29 Tlaxcala,Subrama 51929 Portales de búsqueda en la red y otros servicios de suministro de información,2,,,,,,
2013,29 Tlaxcala,Subrama 54151 Servicios de diseño de sistemas de cómputo y servicios relacionados,11,,,,,,
2013,30 Veracruz de Ignacio de la Llave,"Subsector 334 Fabricación de equipo de computación, comunicación, medición y de otros equipos, componentes y accesorios electrónicos",5,55,7.427,5.052,,,
2013,30 Veracruz de Ignacio de la Llave,"Subsector 512 Industria fílmica y del video, e industria del sonido",52,1383,1106.614,679.568,,,
2013,30 Veracruz de Ignacio de la Llave,Rama 5132 Edición de software,1,,,,,,
2013,30 Veracruz de Ignacio de la Llave,Subsector 516 Radio y televisión y provisión de contenido,86,1554,394.858,174.512,,,
2013,30 Veracruz de Ignacio de la Llave,Subsector 517 Telecomunicaciones,295,2092,448.238,326.025,,,
2013,30 Veracruz de Ignacio de la Llave,"Subsector 518 Provisión de infraestructura de servicios de cómputo, procesamiento de datos, hospedaje de páginas de internet y otros servicios relacionados",24,800,841.943,705.093,,,
2013,30 Veracruz de Ignacio de la Llave,Subrama 51929 Portales de búsqueda en la red y otros servicios de suministro de información,7,94,21.085,10.488,,,
2013,30 Veracruz de Ignacio de la Llave,Subrama 54151 Servicios de diseño de sistemas de cómputo y servicios relacionados,78,516,121.693,52.419,,,
2013,31 Yucatán,"Subsector 334 Fabricación de equipo de computación, comunicación, medición y de otros equipos, componentes y accesorios electrónicos",4,,,,,,
2013,31 Yucatán,"Subsector 512 Industria fílmica y del video, e industria del sonido",19,568,531.287,332.348,,,
2013,31 Yucatán,Rama 5132 Edición de software,2,,,,,,
