Empresa,Año,Activos_Millones,Capital_Accs_Millones,Ingresos_Millones,Ingreso_%_cambio_Año_Anterior,Utilidad_Millones,Utilidad_%_Ventas,Utilidad_%_Año_Anterior,Utilidad_%_Activos,Valor_Mercado_Millones,Cambio_%_Valor_Mercado,Empleados,Ventas_empleado,Resultados_Empleado,ROE,Rotación_Activos,Multiplicador_Capital,Industria,Vía de desarrollo
FAW,2024,9304.150837,3458.581832,9026.063909,0,107.7718866,1.194007573,0,1.158320501,5690,2.522522523,20004,451212.9529,5387.516827,0.031160716,0.97011152,2.690163567,OEM,Asiática
Flextronics,2011,11633.152,2294.696,28679.9,18.9507594,596.219,2.078874055,3106.512854,5.125171579,4030,-32.26890756,176000,162953.9773,3387.607955,0.259824831,2.465359345,5.069583073,Autopartes electrónicas,Asiática
Flextronics,2012,11033.804,2283.979,29343.029,2.312173334,488.765,1.66569375,-18.02257224,4.429705295,4070,0.992555831,159000,184547.3522,3073.993711,0.213997151,2.659375588,4.830956852,Autopartes electrónicas,Asiática
Flextronics,2013,10591.555,2246.758,23569.475,-19.67606684,277.051,1.1754653,-43.31611306,2.61577266,4670,14.74201474,149000,158184.396,1859.402685,0.123311456,2.225308276,4.714150345,Autopartes electrónicas,Asiática
Flextronics,2014,12500.15,2202,26108.607,10.772968,365.594,1.400281524,31.95909778,2.924716903,6400,37.04496788,150000,174057.38,2437.293333,0.166028156,2.088663496,5.676725704,Autopartes electrónicas,Asiática
Flextronics,2015,11665.624,2396,26147.916,0.150559545,600.801,2.297701278,64.33557444,5.150183136,6170,-3.59375,150000,174319.44,4005.34,0.250751669,2.241450264,4.868791319,Autopartes electrónicas,Asiática
Flextronics,2016,12385,2606,24418.885,-6.612500208,444.081,1.818596549,-26.08517629,3.58563585,7750,25.60777958,200000,122094.425,2220.405,0.170407137,1.97164998,4.752494244,Autopartes electrónicas,Asiática
Flextronics,2017,12593,2678,23862.934,-2.276725575,319.564,1.339164748,-28.0392541,2.537632018,9500,22.58064516,200000,119314.67,1597.82,0.11932935,1.894936393,4.702389843,Autopartes electrónicas,Asiática
Flextronics,2018,13716,3019,25441,6.613042638,429,1.686254471,34.24540937,3.127734033,3970,-58.21052632,200000,127205,2145,0.142100033,1.854841062,4.543226234,Autopartes electrónicas,Asiática
Flextronics,2019,13499,2972,26211,3.026610589,93,0.354812865,-78.32167832,0.688939921,6360,60.20151134,200000,131055,465,0.031292059,1.941699385,4.542059219,Autopartes electrónicas,Asiática
Flextronics,2020,13690,2831,24210,-7.634199382,88,0.363486163,-5.376344086,0.642804967,9010,41.66666667,160000,151312.5,550,0.031084422,1.76844412,4.835747086,Autopartes electrónicas,Asiática
Flextronics,2021,15836,3436,24124,-0.355225114,936,3.879953573,963.6363636,5.910583481,8620,-4.328523862,160000,150775,5850,0.272409779,1.523364486,4.608847497,Autopartes electrónicas,Asiática
Flextronics,2022,19325,4129,26041,7.946443376,613,2.353980262,-34.50854701,3.172056921,9710,12.6450116,170000,153182.3529,3605.882353,0.148462097,1.347529107,4.680310002,Autopartes electrónicas,Asiática
Flextronics,2023,21407,5706,28502,9.450481932,793,2.782260894,29.36378467,3.704395758,13200,35.9423275,172000,165709.3023,4610.465116,0.138976516,1.331433643,3.751664914,Autopartes electrónicas,Asiática
Flextronics,2024,18257,5325,26415,-7.322293172,1006,3.808442173,26.86002522,5.51021526,15170,14.92424242,148000,178479.7297,6797.297297,0.188920188,1.446842307,3.428544601,Autopartes electrónicas,Asiática
Ford Motor,2011,178348.0019,15028.0019,136264.0019,5.7019,20213.0019,14.83370635,208.1019,11.33346137,40888,-35.53838878,164000,830878.0604,123250.0116,1.345022581,0.764034362,11.86771223,OEM,Neoliberal predominante
Ford Motor,2012,190554,15947,134252,-1.476546903,5665,4.219676429,-72,2.972910566,50802.85,24.2488016,171000,785099.4152,33128.65497,0.35523923,0.704535197,11.94920675,OEM,Neoliberal predominante
Ford Motor,2013,202026,26383.0019,146917,9.433751452,7155,4.870096721,26.30185349,3.541623355,60886.78,19.84914232,181000,811696.1326,39530.38674,0.271197342,0.727218279,7.65743037,OEM,Neoliberal predominante
Ford Motor,2014,208527,24805,144077,-1.933064247,3187,2.212011633,-55.45772187,1.528339256,61426.5,0.886432161,187000,770465.2406,17042.78075,0.128482161,0.690927314,8.406651885,OEM,Neoliberal predominante
Ford Motor,2015,224925,28642,149558,3.804215801,7373,4.929859987,131.3460935,3.277981549,55937.3,-8.936208314,199000,751547.7387,37050.25126,0.257419175,0.664923864,7.852978144,OEM,Neoliberal predominante
Ford Motor,2016,237951,29170,151800,1.499083967,4596,3.027667984,-37.66445138,1.931490097,47661.72374,-14.79437917,201000,755223.8806,22865.67164,0.157559136,0.637946468,8.157387727,OEM,Neoliberal predominante
Ford Motor,2017,257808,34890,156776,3.277997365,7628,4.865540644,65.97040905,2.958791038,49610,4.087716742,202000,776118.8119,37762.37624,0.21862998,0.608111463,7.38916595,OEM,Neoliberal predominante
Ford Motor,2018,256540,35932,160338,2.272031433,3677,2.293280445,-51.79601468,1.433304748,30393.45,-38.73523483,199000,805718.593,18477.38693,0.102332183,0.625001949,7.139597017,OEM,Neoliberal predominante
Ford Motor,2019,258537,33185,155900,-2.767902805,47,0.03014753,-98.72178406,0.018179216,36855.9,21.26264047,190000,820526.3158,247.3684211,0.001416303,0.603008467,7.790778966,OEM,Neoliberal predominante
Ford Motor,2020,267261,30690,127144,-18.44515715,-1279,-1.005946014,-2821.3,-0.478558413,34984.2,-5.078427063,186000,683569.8925,-6876.344086,-0.041674813,0.475729717,8.708406647,OEM,Neoliberal predominante
Ford Motor,2021,257035,48519,136341,7.2,17937,13.15598389,1502.423769,6.978427062,83246.16,137.9535905,183000,745032.7869,98016.39344,0.369690224,0.530437489,5.297615367,OEM,Neoliberal predominante
Ford Motor,2022,255884,43242,158057,15.92771067,-1981,-1.253345312,-111.0442103,-0.774178925,46566.52,-44.06166002,173000,913624.2775,-11450.86705,-0.045811942,0.617690047,5.917487628,OEM,Neoliberal predominante
Ford Motor,2023,273310,42773,176191,11.47307617,4347,2.467208881,-319.434629,1.590501628,48790,4.774846821,177000,995429.3785,24559.32203,0.101629533,0.644656251,6.389778599,OEM,Neoliberal predominante
Ford Motor,2024,285196,44835,184992,4.995147312,5879,3.177975264,35.24269611,2.06138936,39860,-18.30293093,171000,1081824.561,34380.11696,0.131125237,0.648648649,6.361012602,OEM,Neoliberal predominante
Fujikura,2014,4807,1952,5505.7,0,101.5,1.843543964,0,2.111504057,1670,-6.703910615,52452,104966.4455,1935.10257,0.051997951,1.14535053,2.462602459,My/oS electrónicos,Asiática
Fujikura,2015,4907.5,1935.5,6024.9,9.430226856,100.5,1.668077478,-0.985221675,2.047885889,2320,38.92215569,54114,111337.1771,1857.190376,0.051924567,1.227692308,2.535520537,My/oS electrónicos,Asiática
Fujikura,2016,5246.7,2001.5,5827.6,-3.274743149,115,1.97336811,14.4278607,2.191853927,1760,-24.13793103,56961,102308.5971,2018.92523,0.057456907,1.110717213,2.621383962,My/oS electrónicos,Asiática
Fujikura,2017,6005.2,2277.3,6965.2,19.52090054,172.8,2.480905071,50.26086957,2.877506161,3220,82.95454545,58422,119222.2108,2957.789874,0.075879331,1.159861453,2.636982391,My/oS electrónicos,Asiática
Fujikura,2018,5750.6,2170.4,6403.4,-8.065812898,13.1,0.204578818,-92.41898148,0.227802316,1600,-50.31055901,57228,111892.7798,228.9089257,0.006035754,1.113518589,2.649557685,My/oS electrónicos,Asiática
Fujikura,2019,5294.5,1581.8,6178.8,-3.507511634,-353.9,-5.727649382,-2801.526718,-6.684295023,1650,3.125,55936,110461.9565,-6326.87357,-0.223732457,1.167022382,3.347136174,My/oS electrónicos,Asiática
Fujikura,2020,5140.7,1666.4,5814.6,-5.894348417,-48.5,-0.834107247,-86.29556372,-0.943451281,1640,-0.606060606,53717,108245.0621,-902.8799077,-0.029104657,1.131091097,3.084913586,My/oS electrónicos,Asiática
Fujikura,2021,4995.7,1990.5,5476.3,-5.818113026,319.4,5.832405091,-758.556701,6.393498409,1860,13.41463415,52434,104441.7744,6091.467369,0.160462195,1.096202734,2.509771414,My/oS electrónicos,Asiática
Fujikura,2022,4918.3,2204.5,6039,10.2751858,306.2,5.07037589,-4.132748904,6.225728402,3100,66.66666667,54762,110277.1995,5591.468537,0.138897709,1.227863286,2.231027444,My/oS electrónicos,Asiática
Fujikura,2023,4783.367,1787.672,5284.872,-12.4876304,337.087,6.378338018,10.08719791,7.047065383,2120,-31.61290323,50254,105163.2109,6707.665061,0.188561996,1.104843513,2.67575204,My/oS electrónicos,Asiática
Fujikura,2024,5552.778,2272.15,6549.689,23.93278399,609.399,9.304243301,80.78389259,10.9746689,11500,442.4528302,51262,127768.8931,11887.92868,0.268203684,1.17953374,2.443843056,My/oS electrónicos,Asiática
Geely,2011,16718.6019,1563.0019,23355.7019,125.9019,90.0019,0.385353009,-91.1001,0.53833389,1601.845297,-50.7124524,37800,617875.7116,2381.002646,0.05758272,1.396988937,10.69646934,OEM,Asiática
Geely,2012,18179.2,1879.4,24550.2,5.1,52.4,0.213440216,-41.8,0.288241507,3674.969151,129.4209783,40500,606177.7778,1293.82716,0.027881239,1.350455466,9.672874322,OEM,Asiática
Geely,2013,20839.7,2006.6019,25767.5,5,118.1,0.458329291,125.4,0.566706814,4250.16468,15.65171041,41579,619723.8991,2840.376151,0.05885572,1.236462137,10.38556776,OEM,Asiática
Geely,2014,20975.7,2063.3,24986.4,-3,275.5,1.102599814,133.276884,1.313424582,2770.648902,-34.8107871,42968,581511.8228,6411.748278,0.133523966,1.191206968,10.16609315,OEM,Asiática
Geely,2015,24838.9,2543.6,26303.8,5.3,286.6,1.089576411,4.029038113,1.153835315,4683.296184,69.03246675,45720,575323.7095,6268.591426,0.112674949,1.058976042,9.765253971,OEM,Asiática
Geely,2016,29749,5895.5,31429.8,19.5,1265.7,4.027069851,341.6259595,4.254596793,8526.240289,82.05639691,60712,517686.7835,20847.60838,0.21468917,1.056499378,5.046052074,OEM,Asiática
Geely,2017,48564.8,8418.2,49665.4,20.6,1969.3,3.965134681,55.58979221,4.054994564,31090,264.6390313,41600,1193879.808,47338.94231,0.23393362,1.022662505,5.769024257,OEM,Asiática
Geely,2018,48564.8,8418.2,49665.4,20.6,1969.3,3.965134681,0,4.054994564,15863.82479,-48.97451017,124846,397813.306,15773.83336,0.23393362,1.022662505,5.769024257,OEM,Asiática
Geely,2019,56805.2,9466.4,47885.9,-3.6,1231.9,2.572573555,-37.44477733,2.168639491,18098.45295,14.0863139,131426,364356.3678,9373.335565,0.130133947,0.842984445,6.00071833,OEM,Asiática
Geely,2020,74391.4,13361.4,47191,-1.5,1352.3,2.865588778,9.773520578,1.817817651,33819.49595,86.86401571,125764,375234.5663,10752.67962,0.101209454,0.634360961,5.567635128,OEM,Asiática
Geely,2021,81583.9,14713.3,55860.1,18.4,1471,2.633364423,8.777638098,1.803051828,26855.65583,-20.59120022,128928,433265.8538,11409.46885,0.099977571,0.684695142,5.544908348,OEM,Asiática
Geely,2022,81290.5,13008.6,60395.8,8.119749159,945,1.564678339,-35.75798776,1.162497463,14681.82179,-45.33061533,131517,459224.2828,7185.382878,0.072644251,0.742962585,6.248981443,OEM,Asiática
Geely,2023,94120.25,15871.67,70356.78,16.49283559,812.56,1.154913571,-14.01481481,0.863321124,11060,-24.66874916,143994,488609.1087,5643.012903,0.051195621,0.747520114,5.930078561,OEM,Asiática
Geely,2024,99153.15,16035.76,79890.6,13.55067699,835.06,1.045254385,2.769026287,0.842192104,19410,75.49728752,142465,560773.5233,5861.509845,0.052074863,0.805729319,6.183252306,OEM,Asiática
General Motors,2011,144603.0019,38120.0019,150276.0019,10.8019,9190.0019,6.115415491,48.9019,6.355332724,31864.44,-42.36852957,207000,725971.0237,44396.14444,0.241080835,1.039231551,3.793362925,OEM,Neoliberal predominante
General Motors,2012,149422,36244,152256,1.3,6188,4.06420765,-32.7,4.141291108,39554.76,24.13448973,213000,714816.9014,29051.64319,0.170731707,1.018966417,4.12266858,OEM,Neoliberal predominante
General Motors,2013,166344,42607.0019,155427,2.082676545,5346,3.439556834,-13.6,3.213821959,64860.69,63.97695246,219000,709712.3288,24410.9589,0.125472335,0.934370942,3.904147032,OEM,Neoliberal predominante
General Motors,2014,177677,35457,155929,0.322981207,3949,2.532562897,-26.13168724,2.222572421,56449.47,-12.96813216,216000,721893.5185,18282.40741,0.111374341,0.877598113,5.011055645,OEM,Neoliberal predominante
General Motors,2015,194520,39871,152356,-2.291427509,9687,6.358134895,145.3026083,4.979950648,52579.46,-6.855706527,215000,708632.5581,45055.81395,0.242958541,0.783240798,4.878733917,OEM,Neoliberal predominante
General Motors,2016,221690,43836,166380,9.204757279,9427,5.665945426,-2.684009497,4.252334341,52434.2,-0.276267577,225000,739466.6667,41897.77778,0.215051556,0.750507465,5.057258874,OEM,Neoliberal predominante
General Motors,2017,212482,35001,145588,-12.49669431,330,0.226667033,-96.49941657,0.155307273,58220,11.03440121,180000,808822.2222,1833.333333,0.009428302,0.685178039,6.070740836,OEM,Neoliberal predominante
General Motors,2018,227339,38860,147049,1.003516773,8014,5.449884052,2328.484848,3.525132071,47398.65,-18.5869976,173000,849994.2197,46323.69942,0.206227483,0.646826985,5.850205867,OEM,Neoliberal predominante
General Motors,2019,228037,41792,137237,-6.67260573,6732,4.905382659,-15.99700524,2.952152502,52447.8,10.65251858,164000,836810.9756,41048.78049,0.161083461,0.601819003,5.456474923,OEM,Neoliberal predominante
General Motors,2020,235194,45030,122485,-10.74928773,6427,5.247173123,-4.530600119,2.732637737,60253.08,14.88199696,155000,790225.8065,41464.51613,0.142727071,0.520782843,5.223051299,OEM,Neoliberal predominante
General Motors,2021,244718,59744,127004,3.689431359,10019,7.888727914,55.88921736,4.094100148,85482.54,41.87248187,157000,808942.6752,63815.28662,0.167698848,0.518981031,4.09611007,OEM,Neoliberal predominante
General Motors,2022,264037,67792,156735,23.40949891,9934,6.338086579,-0.848388063,3.762351489,47096,-44.90570823,167000,938532.9341,59485.02994,0.146536464,0.593609986,3.894810597,OEM,Neoliberal predominante
General Motors,2023,273064,64286,171842,9.638561904,10022,5.832101582,0.885846587,3.670201857,49190,4.446237472,163000,1054245.399,61484.66258,0.155897085,0.629310345,4.247643344,OEM,Neoliberal predominante
General Motors,2024,279761,63072,187442,9.078106633,6008,3.20525816,-40.05188585,2.147547371,59680,21.32547266,162000,1157049.383,37086.41975,0.095256215,0.670007614,4.435581558,OEM,Neoliberal predominante
Hitachi,2011,114469.2019,21533.6019,122419.4019,12.6019,4397.1019,3.591834163,57.7019,3.841296896,23500,-2.042517716,323540,378374.8591,13590.59745,0.204197232,1.069452742,5.315840909,My/oS electrónicos,Asiática
Hitachi,2012,104353.5,22154.9,108874.5,-11.1,2111.3,1.939205232,-52,2.023219154,27190,15.70212766,326240,333725.1717,6471.615988,0.095297203,1.043323894,4.710176981,My/oS electrónicos,Asiática
Hitachi,2013,106991.4,25747.7019,95988.2,-11.83592118,2645,2.755547036,25.27826458,2.472161314,36640,34.75542479,320725,299285.0573,8246.940525,0.102727615,0.897158089,4.155376678,My/oS electrónicos,Asiática
Hitachi,2014,103372.4,24437.6,88786.9,-7.502276321,2194.7,2.471873666,-17.02457467,2.123100557,36400,-0.655021834,333150,266507.279,6587.723248,0.089808328,0.858903344,4.230055325,My/oS electrónicos,Asiática
Hitachi,2015,111683.6,24337.8,83583.5,-5.860549248,1434,1.71564962,-34.66077368,1.283984399,27720,-23.84615385,335244,249321.3898,4277.481476,0.058920691,0.748395467,4.588894641,My/oS electrónicos,Asiática
Hitachi,2016,86741.9,26632.1,84558.4,1.166378532,2134.3,2.524054381,48.83542538,2.460517927,26240,-5.339105339,303887,278256.0623,7023.334332,0.080140132,0.974827621,3.257043192,My/oS electrónicos,Asiática
Hitachi,2017,93574.07407,30351.85185,86740.74074,2.580868064,4545.37037,5.240179334,112.9677351,4.85751039,37550,43.10213415,307275,282290.2636,14792.51605,0.149755949,0.926974075,3.082977425,My/oS electrónicos,Asiática
Hitachi,2018,86984.7,29480.5,85507.8,-1.421409052,2007.2,2.347388191,-55.84078224,2.307532244,25680,-31.61118509,295941,288935.2945,6782.432985,0.068085684,0.983021152,2.950584285,My/oS electrónicos,Asiática
Hitachi,2019,91885.6,29240.2,80639,-5.693983473,805.7,0.999144335,-59.85950578,0.876851215,41050,59.85202492,301056,267853.8212,2676.24628,0.027554531,0.877602149,3.142440886,My/oS electrónicos,Asiática
Hitachi,2020,107168.7,31876.1,82344.6,2.115105594,4731.8,5.746339165,487.2905548,4.415281701,38110,-7.161997564,350864,234690.9344,13486.13708,0.148443505,0.768364271,3.362039271,My/oS electrónicos,Asiática
Hitachi,2021,114385.2,35761.8,91374.6,10.96611071,5194,5.684293009,9.767952999,4.540797236,52360,37.39176069,368247,248133.997,14104.66345,0.145238774,0.798832366,3.198530275,My/oS electrónicos,Asiática
Hitachi,2022,94179.7,37237.1,80388.6,-12.02303485,4795.6,5.965522475,-7.67038891,5.091967802,46920,-10.38961039,322525,249247.6552,14868.92489,0.128785539,0.853566108,2.529189975,My/oS electrónicos,Asiática
Hitachi,2023,88978.03559,35180.45552,77445.90747,-3.66058437,4620.099644,5.965582682,-3.659612058,5.192404635,66830,42.43393009,268655,288272.7196,17197.14743,0.131325748,0.870393541,2.529189412,My/oS electrónicos,Asiática
Hitachi,2024,80403.18421,37524.375,64004.71053,-17.35559358,3880.894737,6.063451744,-15.99976114,4.82679234,116270,73.97875206,282743,226370.6282,13725.8738,0.103423301,0.796046962,2.142692162,My/oS electrónicos,Asiática
Hon Hai,2011,57166.4019,19090.5019,117514.4019,23.5019,2777.0019,2.363116227,13.3019,4.85775177,29290,-25.07035047,961000,122283.4567,2889.700208,0.145465107,2.055655035,2.994494445,My/oS electrónicos,Asiática
Hon Hai,2012,70404.4,22265,132076.1,12.4,3204.8,2.426479885,15.4,4.551988228,36250,23.76237624,1290000,102384.5736,2484.341085,0.143938918,1.875963718,3.162110936,My/oS electrónicos,Asiática
Hon Hai,2013,77599.4,25660.1019,133161.7,0.8,3594.8,2.699575028,12.3,4.632510045,35040,-3.337931034,1110000,119965.4955,3238.558559,0.140092974,1.716014557,3.024126728,My/oS electrónicos,Asiática
Hon Hai,2014,77934,29437.7,139039.4,4.4,4307.8,3.098258479,19.83420496,5.527497626,42390,20.9760274,1060000,131169.2453,4063.962264,0.146336161,1.784066005,2.647421504,My/oS electrónicos,Asiática
Hon Hai,2015,70287.2,30682.1,141213.1,1.563369807,4627.1,3.276679005,7.412136125,6.583133202,39490,-6.841236141,1060000,133219.9057,4365.188679,0.1508078,2.009087003,2.290821032,My/oS electrónicos,Asiática
Hon Hai,2016,80435.8,33475.5,135128.8,-4.308594599,4608.8,3.410671892,-0.395496099,5.729786985,45200,14.4593568,726772,185930.1129,6341.466099,0.137676808,1.679958426,2.402825947,My/oS electrónicos,Asiática
Hon Hai,2017,106475.5192,33881.90047,145917.5289,7.984033674,4230.454,2.899208911,-8.209208471,3.973170578,55330,22.41150442,803126,181686.9693,5267.484803,0.124858817,1.37043266,3.142548608,My/oS electrónicos,Asiática
Hon Hai,2018,110012.9,39428.6,175617,20.35360065,4281.6,2.438032764,1.208995536,3.891907222,32120,-41.94831014,667680,263025.7009,6412.652768,0.108591226,1.596330976,2.790180225,My/oS electrónicos,Asiática
Hon Hai,2019,110790.4,41367.3,172868.5,-1.565053497,3730.9,2.1582301,-12.8620142,3.367530039,41850,30.29265255,757404,228238.1662,4925.904801,0.090189594,1.560320208,2.678212018,My/oS electrónicos,Asiática
Hon Hai,2020,130845.6,46197.7,181945.4,5.250754186,3456.7,1.899855671,-7.349433113,2.641816003,45430,8.554360812,878429,207125.9032,3935.093218,0.074824071,1.390535104,2.832296846,My/oS electrónicos,Asiática
Hon Hai,2021,141043.5,49810.8,214619.2,18,4988.3,2.324256171,44.30815518,3.536710306,52120,14.72595201,826608,259638.426,6034.662137,0.100144948,1.52165254,2.831584717,My/oS electrónicos,Asiática
Hon Hai,2022,134617.7,47235.2,222535.3,3.688439804,4751,2.134942187,-4.757131688,3.529253583,44990,-13.6799693,767062,290113.837,6193.762695,0.10058177,1.653090938,2.849944533,My/oS electrónicos,Asiática
Hon Hai,2023,128549.63,48717.99,197876.04,-11.08105546,4562.94,2.305958821,-3.958324563,3.549555141,47230,4.978884196,621393,318439.4417,7343.082397,0.093660268,1.539296846,2.638648064,My/oS electrónicos,Asiática
Hon Hai,2024,133999.07,50166.23,213699.07,7.996435546,4757.25,2.226144456,4.258438638,3.550211207,78870,66.99131908,633167,337508.2245,7513.42063,0.094829729,1.594780247,2.671101057,My/oS electrónicos,Asiática
Honeywell International,2011,39808.0019,10806.0019,37059.0019,11.1019,2067.0019,5.577597329,2.2019,5.192428159,40082.978,1,132000,280750.0144,15659.1053,0.191282763,0.930943532,3.683878854,My/oS electrónicos,Neoliberal predominante
Honeywell International,2012,41853,12975,37665,1.6,2926,7.768485331,41.6,6.991135641,47478.036,18.4493727,132000,285340.9091,22166.66667,0.225510597,0.899935488,3.22566474,My/oS electrónicos,Neoliberal predominante
Honeywell International,2013,45435,17467.0019,39055,3.69042878,3924,10.04736909,34.1,8.636513701,68278.451,43.81060539,131000,298129.771,29954.19847,0.224652177,0.859579619,2.601190534,My/oS electrónicos,Neoliberal predominante
Honeywell International,2014,45451,17657,40306,3.20317501,4239,10.51704461,8.027522936,9.326527469,74562.894,9.204138215,127000,317370.0787,33377.95276,0.240074758,0.88680117,2.574106587,My/oS electrónicos,Neoliberal predominante
Honeywell International,2015,49316,18283,38581,-4.279759837,4768,12.35841476,12.47935834,9.668261822,75714.94,1.545066102,129000,299077.5194,36961.24031,0.260788711,0.782322167,2.697369141,My/oS electrónicos,Neoliberal predominante
Honeywell International,2016,54146,19369,39302,1.868795521,4809,12.23601852,0.859899329,8.881542496,84565.408,11.68919635,131000,300015.2672,36709.92366,0.248283339,0.725852325,2.795497961,My/oS electrónicos,Neoliberal predominante
Honeywell International,2017,59387,17439,40534,3.134700524,1655,4.082992056,-65.58536078,2.786805193,116060,37.24287832,131000,309419.8473,12633.58779,0.094902231,0.68253995,3.405413154,My/oS electrónicos,Neoliberal predominante
Honeywell International,2018,57773,18180,41802,3.128238022,6765,16.1834362,308.7613293,11.70962214,96407.964,-16.93265208,114000,366684.2105,59342.10526,0.372112211,0.723555986,3.177832783,My/oS electrónicos,Neoliberal predominante
Honeywell International,2019,58679,18494,36709,-12.18362758,6143,16.73431584,-9.194382853,10.4688219,125599.2,30.27886368,113000,324858.4071,54362.83186,0.332161782,0.625590075,3.172866876,My/oS electrónicos,Neoliberal predominante
Honeywell International,2020,64586,17549,32637,-11.09264758,4779,14.64288997,-22.20413479,7.39943641,148081.74,17.90022548,103000,316864.0777,46398.05825,0.272323209,0.505326232,3.680323665,My/oS electrónicos,Neoliberal predominante
Honeywell International,2021,64470,18569,34392,5.377332475,5542,16.11421261,15.9656832,8.596246316,142766.797,-3.5891954,99000,347393.9394,55979.79798,0.298454413,0.533457422,3.471915558,My/oS electrónicos,Neoliberal predominante
Honeywell International,2022,62275,16697,35466,3.12281926,4966,14.0021429,-10.3933598,7.974307507,143709.58,0.660365729,97000,365628.866,51195.87629,0.297418698,0.569506222,3.729711924,My/oS electrónicos,Neoliberal predominante
Honeywell International,2023,61525,15856,36662,3.372243839,5658,15.43287327,13.93475634,9.196261682,138250,-3.799036919,95000,385915.7895,59557.89474,0.356836529,0.59588785,3.880234612,My/oS electrónicos,Neoliberal predominante
Honeywell International,2024,75196,18619,38498,5.007910098,5705,14.81895163,0.83068222,7.586839726,149230,7.942133816,102000,377431.3725,55931.37255,0.306407433,0.511968722,4.038670176,My/oS electrónicos,Neoliberal predominante
HUAWEI,2011,30046.595,10265.34,31608.995,17.79212967,1806.525,5.715224416,-52.05116772,6.012411723,10265.34,0,140000,225778.5357,12903.75,0.175982968,1.051999237,2.926994625,My/oS electrónicos,Asiática
HUAWEI,2012,35512.332,11928.816,35011.482,10.76429985,2484.216,7.095432293,37.51351351,6.995361499,11928.816,16.20478231,150000,233409.88,16561.44,0.208253359,0.985896449,2.977020687,My/oS electrónicos,Asiática
HUAWEI,2013,39542.742,13975.092,38722.05,10.59814606,3402.486,8.786946972,36.96417703,8.604577801,13975.092,17.15405787,150000,258147,22683.24,0.243467878,0.979245445,2.829515684,My/oS electrónicos,Asiática
HUAWEI,2014,49873.453,16097.585,46399.717,19.82763568,4486.426,9.669080525,31.85729493,8.995619373,16097.585,15.18768535,150000,309331.4467,29909.50667,0.278701805,0.930348997,3.098194729,My/oS electrónicos,Asiática
HUAWEI,2015,59544.8,19051.04,63201.44,36.21083077,5905.6,9.344090894,31.63261803,9.917910548,19051.04,18.34719307,170000,371773.1765,34738.82353,0.309988326,1.061409896,3.125540653,My/oS electrónicos,Asiática
HUAWEI,2016,66988.734,21160.083,78757.674,24.61373348,5594.852,7.103881712,-5.261920889,8.351929744,21160.083,11.07048749,180000,437542.6333,31082.51111,0.264405957,1.175685362,3.165806769,My/oS electrónicos,Asiática
HUAWEI,2017,74773.3,25991.168,89335.908,13.43136924,7023.34,7.861721179,25.53218566,9.392844772,25991.168,22.831125,180000,496310.6,39018.55556,0.270220253,1.194756792,2.876873406,My/oS electrónicos,Asiática
HUAWEI,2018,100534.592,35192.815,108901.502,21.90115312,8961.095,8.228623881,27.59022061,8.913444439,35192.815,35.40297612,188000,579263.3085,47665.39894,0.254628537,1.08322419,2.856679467,My/oS electrónicos,Asiática
HUAWEI,2019,124505.845,42852.865,124530.785,14.35176073,9085.12,7.295481194,1.384038446,7.296942565,42852.865,21.76594853,194000,641911.2629,46830.51546,0.212007295,1.000200312,2.905426393,My/oS electrónicos,Asiática
HUAWEI,2020,126266.976,47578.752,128356.992,3.072498901,9309.456,7.252784484,2.46926843,7.372835158,47578.752,11.02817046,197000,651558.335,47256.12183,0.195664149,1.016552356,2.653852207,My/oS electrónicos,Asiática
HUAWEI,2021,152360.505,64271.06,98705.085,-23.10112331,17626.29,17.85752983,89.33748653,11.56880518,64271.06,35.08353477,195000,506179.9231,90391.23077,0.27424925,0.647839051,2.37059269,My/oS electrónicos,Asiática
HUAWEI,2022,158506.796,65124.324,95708.362,-3.0360371,5298.738,5.536337567,-69.93843855,3.342909032,65124.324,1.32760219,207000,462359.2367,25597.76812,0.081363424,0.603812356,2.433910807,My/oS electrónicos,Asiática
HUAWEI,2023,178454,71682,99448,3.9073263,12280,12.34816185,131.7532967,6.881325159,71682,10.06947266,207000,480425.1208,59323.6715,0.171312184,0.557275264,2.489523172,My/oS electrónicos,Asiática
HUAWEI,2024,176837,74649,118162,18.81787467,8577,7.258678763,-30.15472313,4.850229307,74649,4.139114422,208000,568086.5385,41235.57692,0.114897721,0.668197266,2.36891318,My/oS electrónicos,Asiática
Integer Holding,2011,881.347,467.283,568.822,6.635796972,33.122,5.822911209,-0.048282938,3.758111164,510,-8.928571429,3271,173898.502,10125.95537,0.070882099,0.645400733,1.886109702,My/oS electrónicos,Neoliberal predominante
Integer Holding,2012,889.875,480.86,646.177,13.59915756,-4.799,-0.742675768,-114.4888594,-0.539289226,550,7.843137255,3310,195219.6375,-1449.848943,-0.009980036,0.726143559,1.850590608,My/oS electrónicos,Neoliberal predominante
Integer Holding,2013,890.703,542.055,663.945,2.749710992,36.267,5.462350044,-855.7199417,4.071727613,1060,92.72727273,3385,196143.2792,10714.0325,0.066906495,0.745416822,1.643196724,My/oS electrónicos,Neoliberal predominante
Integer Holding,2014,956.009,613.362,687.787,3.590960095,55.458,8.063252141,52.91587393,5.800991413,1230,16.03773585,3690,186392.1409,15029.26829,0.090416426,0.719435696,1.558637477,My/oS electrónicos,Neoliberal predominante
