Empresa,Año,Activos_Millones,Capital_Accs_Millones,Ingresos_Millones,Ingreso_%_cambio_Año_Anterior,Utilidad_Millones,Utilidad_%_Ventas,Utilidad_%_Año_Anterior,Utilidad_%_Activos,Valor_Mercado_Millones,Cambio_%_Valor_Mercado,Empleados,Ventas_empleado,Resultados_Empleado,ROE,Rotación_Activos,Multiplicador_Capital,Industria,Vía de desarrollo
Thales,2024,43467.17391,8168.695652,22365.86957,11.65700766,1461.304348,6.533635294,34.05125137,3.361857274,4130,41.92439863,83206,268801.163,17562.48766,0.178890781,0.514546209,5.321189057,My/oS electrónicos,Neoliberal predominante
Toyota Motor,2011,372520.2019,128223.9019,235364.0019,6.1019,3591.3019,1.525850118,-24.6001,0.964055609,103510,-16.45007668,325905,722185.9189,11019.47469,0.028008053,0.631815404,2.905232148,OEM,Asiática
Toyota Motor,2012,377482.1,129234.4,265701.8,12.88973584,11586.6,4.360753296,222.6295177,3.069443558,147500,42.49830934,333498,796711.8244,34742.63714,0.089655695,0.703879204,2.920910377,OEM,Asiática
Toyota Motor,2013,402422.8,140518.1019,256454.8,-3.480217296,18198.2,7.096065272,57.06246871,4.522159281,193900,31.45762712,338875,756782.8845,53701.80745,0.129507869,0.637277013,2.863850241,OEM,Asiática
Toyota Motor,2014,398047.1,140006.1,247702.9,-3.412648155,19766.9,7.980084206,8.620083305,4.965970108,198990,2.625064466,344109,719838.4814,57443.71696,0.141185991,0.622295452,2.843069695,OEM,Asiática
Toyota Motor,2015,422028.8,149020.6,236591.6,-4.485736743,19264.2,8.142385444,-2.5431403,4.564664781,191060,-3.985124881,348877,678151.8988,55217.7415,0.12927206,0.560605343,2.832016513,OEM,Asiática
Toyota Motor,2016,437574.6,157210.4,254694,7.65132828,16899.3,6.635138637,-12.27613916,3.86203861,197390,3.313095363,364445,698854.4225,46369.9598,0.107494797,0.582058465,2.783369294,OEM,Asiática
Toyota Motor,2017,451390.6111,168361.8148,255529.5648,0.328066156,17842.4537,6.982539855,5.581022313,3.952774662,191030,-3.222047723,364445,701147.1273,48957.8776,0.105976844,0.566094107,2.681074753,OEM,Asiática
Toyota Motor,2018,469295.6,174827.4,272612,6.685111055,16982,6.229366279,-4.8225077,3.618614792,165270,-13.48479296,370870,735060.803,45789.62979,0.097135804,0.580896135,2.684336666,OEM,Asiática
Toyota Motor,2019,487465.9,185626.1,275288.3,0.981724942,19096.2,6.936800438,12.44965257,3.917443251,196930,19.15653174,359542,765663.8167,53112.57099,0.102874542,0.564733451,2.626063361,OEM,Asiática
Toyota Motor,2020,562994,211614.3,256721.7,-6.744420304,21180.1,8.250218038,10.91264231,3.762047198,215710,9.536383487,366283,700883.4699,57824.41446,0.100088227,0.45599367,2.660472378,OEM,Asiática
Toyota Motor,2021,557522.2,216176.3,279337.7,8.809539669,25371.4,9.082698111,19.78885841,4.550742553,252840,17.21292476,372817,749262.2386,68053.22719,0.117364392,0.501034219,2.579016294,OEM,Asiática
Toyota Motor,2022,559764.8,213490.3,274491.4,-1.734925146,18110,6.597656611,-28.62041511,3.235287392,186350,-26.29726309,375235,731518.6483,48263.08846,0.08482821,0.490369169,2.621968305,OEM,Asiática
Toyota Motor,2023,595915.2,226299.37,312018.2,13.67139371,34214.39,10.96551099,88.92540033,5.741486373,247480,32.8038637,380793,819390.5875,89850.3649,0.151190832,0.523594968,2.633304724,OEM,Asiática
Toyota Motor,2024,624466.94,239674.6,315110.23,0.990977449,31257.92,9.919677949,-8.641013328,5.005536402,264940,7.055115565,383853,820913.8134,81432.00652,0.130418159,0.504606745,2.605478177,OEM,Asiática
Valeo,2011,8564,1936,14128.4,12.83222591,586.3,4.149797571,17.44791667,6.846099953,3150,-25.70754717,68000,207770.5882,8622.058824,0.302840909,1.649743111,4.423553719,Autopartes electrónicas,Neoliberal predominante
Valeo,2012,8920,2052,15340,8.575634891,474.5,3.093220339,-19.06873614,5.319506726,3780,20,72600,211294.7658,6535.812672,0.231237817,1.719730942,4.346978558,Autopartes electrónicas,Neoliberal predominante
Valeo,2013,8872,2381,15160.6,-1.169491525,608.4,4.013033785,28.21917808,6.857529306,8620,128.042328,50437,300584.8881,12062.57311,0.25552289,1.708814247,3.726165477,Autopartes electrónicas,Neoliberal predominante
Valeo,2014,10019,2746,15906.25,4.918340963,741.25,4.660117878,21.83596318,7.398442958,9790,13.57308585,52445,303293.927,14133.85451,0.269938092,1.587608544,3.648579752,Autopartes electrónicas,Neoliberal predominante
Valeo,2015,11440,3473,15998.4,0.579332024,851.4,5.321782178,14.86003373,7.442307692,12220,24.82124617,82800,193217.3913,10282.6087,0.245148287,1.398461538,3.293982148,Autopartes electrónicas,Neoliberal predominante
Valeo,2016,14387,4117,17510.14,9.449319932,1041.98,5.950723409,22.3843082,7.2425106,13610,11.37479542,91800,190742.2658,11350.54466,0.253092057,1.217080698,3.494534855,Autopartes electrónicas,Neoliberal predominante
Valeo,2017,17419,4414,21332.5,21.82940856,1109.75,5.202156334,6.503963608,6.370916815,17630,29.53710507,111600,191151.4337,9943.996416,0.251415949,1.224668465,3.946307204,Autopartes electrónicas,Neoliberal predominante
Valeo,2018,18472,4571,22388,4.947849525,1410.444,6.3,27.09565217,7.635578172,6920,-60.74872377,113600,197077.4648,12415.88028,0.308563553,1.211996535,4.041128856,Autopartes electrónicas,Neoliberal predominante
Valeo,2019,16897.54811,4135.713541,21424.7,-4.302751474,433.4,2.022898804,-69.27208737,2.564869158,8410,21.53179191,114700,186789.0148,3778.552746,0.104794492,1.26791768,4.085763664,Autopartes electrónicas,Neoliberal predominante
Valeo,2020,16518.76407,2897.411755,18079.6,-15.61328747,-1177,-6.510099781,-371.5736041,-7.125230404,9500,12.960761,110300,163912.9646,-10670.89755,-0.406224624,1.094488663,5.701213865,Autopartes electrónicas,Neoliberal predominante
Valeo,2021,15934.39557,3240.607021,20714.4,14.57333127,294,1.419302514,-124.9787596,1.845065279,7270,-23.47368421,103300,200526.6215,2846.07938,0.090723743,1.299980279,4.917102093,Autopartes electrónicas,Neoliberal predominante
Valeo,2022,20959.65303,3233.409071,21038.85,1.566301703,309.75,1.472276289,5.357142857,1.477839349,4330,-40.44016506,109900,191436.3057,2818.471338,0.095796725,1.003778544,6.482215077,Autopartes electrónicas,Neoliberal predominante
Valeo,2023,23647.82609,3885.869565,23960.86957,13.88868482,326.0869565,1.360914535,5.274239394,1.37892995,3740,-13.62586605,112700,212607.5383,2893.40689,0.083916084,1.013237728,6.085594406,Autopartes electrónicas,Neoliberal predominante
Valeo,2024,23541.30435,4042.391304,23360.86957,-2.504082744,254.3478261,1.088777219,-22,1.080432173,2290,-38.77005348,106000,220385.5619,2399.507793,0.06292014,0.992335396,5.823608497,Autopartes electrónicas,Neoliberal predominante
Vinfast,2022,4760,-1537,627,0,-2089,-333.1738437,0,-43.88655462,19520,0,14505,43226.47363,-144019.3037,1.359141184,0.131722689,-3.096942095,OEM,Asiática
Vinfast,2023,5488,-2758,1198,91.06858054,-2396,-200,14.69602681,-43.65889213,10100,-48.25819672,13953,85859.67176,-171719.3435,0.868745468,0.218294461,-1.989847716,OEM,Asiática
Vinfast,2024,6280,-3821,1772,47.91318865,-3115,-175.7900677,30.00834725,-49.60191083,7990,-20.89108911,13953,126997.7783,-223249.4804,0.815231615,0.282165605,-1.643548809,OEM,Asiática
Vishay,2011,2993.73,1603.006,2594.029,-4.809489001,239.997,9.251901193,-33.38838112,8.016654809,1410,-41.73553719,20900,124116.2201,11483.11005,0.149716844,0.866487292,1.867572548,Semiconductores,Neoliberal predominante
Vishay,2012,3016.277,1623.328,2230.097,-14.02960414,123.531,5.539265781,-48.5281066,4.095479295,1520,7.80141844,21600,103245.2315,5719.027778,0.076097375,0.739354177,1.858082285,Semiconductores,Neoliberal predominante
Vishay,2013,3237.139,1872.756,2370.979,6.317303687,123.769,5.220164329,0.19266419,3.823407027,1950,28.28947368,22500,105376.8444,5500.844444,0.066089229,0.732430396,1.728542853,Semiconductores,Neoliberal predominante
Vishay,2014,3298.773,1825.366,2493.282,5.15833333,117.843,4.726420838,-4.787951749,3.572328257,2080,6.666666667,22600,110322.2124,5214.292035,0.06455856,0.755821028,1.807184422,Semiconductores,Neoliberal predominante
Vishay,2015,3152.986,1622.476,2300.488,-7.732538878,-107.733,-4.683049857,-191.4207887,-3.416856275,1770,-14.90384615,22400,102700.3571,-4809.508929,-0.066400366,0.729622015,1.943317497,Semiconductores,Neoliberal predominante
Vishay,2016,3080.701,1567.727,2317.328,0.732018598,49.373,2.130600416,-145.8290403,1.60265472,2360,33.33333333,22100,104856.4706,2234.072398,0.031493366,0.75220802,1.965074914,Semiconductores,Neoliberal predominante
Vishay,2017,3462.089,1430.367,2599.368,12.17091409,-19.56,-0.752490605,-139.6167946,-0.56497681,2980,26.27118644,23000,113016,-850.4347826,-0.013674812,0.750809121,2.420420074,Semiconductores,Neoliberal predominante
Vishay,2018,3106.198,1382.384,3034.689,16.74718624,346.537,11.4191932,-1871.661554,11.15630749,2590,-13.08724832,24100,125920.7054,14379.12863,0.250680708,0.976978609,2.246986366,Semiconductores,Neoliberal predominante
Vishay,2019,3120.775,1487.689,2668.305,-12.07319762,164.79,6.175830724,-52.44663629,5.280419127,3070,18.53281853,22400,119120.7589,7356.696429,0.110769119,0.855013578,2.097733464,Semiconductores,Neoliberal predominante
Vishay,2020,3154.473,1579.015,2501.898,-6.236430993,123.783,4.94756381,-24.88439833,3.924046901,2990,-2.605863192,21600,115828.6111,5730.694444,0.078392542,0.793127093,1.99774733,Semiconductores,Neoliberal predominante
Vishay,2021,3543.257,1746.72,3240.487,29.52114754,298.937,9.22506401,141.5008523,8.436785703,3160,5.685618729,22800,142126.6228,13111.27193,0.171141912,0.91455037,2.028520312,Semiconductores,Neoliberal predominante
Vishay,2022,3865.653,2050.15,3497.401,7.92825276,430.483,12.30865434,44.0045896,11.13610042,3050,-3.481012658,23900,146334.7699,18011.841,0.209976343,0.90473744,1.885546423,Semiconductores,Neoliberal predominante
Vishay,2023,4239.92,2196.08,3402.05,-2.726338787,323.82,9.518378625,-24.77751735,7.637408253,3310,8.524590164,23500,144768.0851,13779.57447,0.147453645,0.802385422,1.930676478,Semiconductores,Neoliberal predominante
Vishay,2024,4110.7,2028.96,2937.59,-13.65235667,-31.15,-1.060393043,-109.6195417,-0.757778481,2370,-28.39879154,22700,129409.2511,-1372.246696,-0.015352693,0.714620381,2.026013327,Semiconductores,Neoliberal predominante
Volkswagen,2011,329282.6019,74702.9019,221550.5019,31.8019,21425.5019,9.670707905,136.7019,6.506721514,64990,-5.661199013,501956,441374.3474,42684.0239,0.286809499,0.67282784,4.407895725,OEM,Neoliberal predominante
Volkswagen,2012,408172.5,102180.2,247613.3,11.8,27909.1,11.27124432,30.3,6.8375748,102370,57.51654101,549763,450400.0815,50765.69358,0.273136087,0.60663886,3.99463399,OEM,Neoliberal predominante
Volkswagen,2013,446866,120878.5019,261539.1,5.6,12071.5,4.615562262,-56.74708249,2.701369091,128250,25.280844,572800,456597.5908,21074.54609,0.099864739,0.585274109,3.696819476,OEM,Neoliberal predominante
Volkswagen,2014,424935.3,108882,268566.6,2.686978735,14571.9,5.425804996,20.71325022,3.429204399,105520,-17.72319688,592586,453211.1795,24590.35482,0.133832038,0.632017627,3.902713947,OEM,Neoliberal predominante
Volkswagen,2015,414857.7,95650.8,236599.8,-11.90274591,-1519.7,-0.642308235,-110.4289763,-0.366318379,76130,-27.8525398,610076,387820.206,-2491.001121,-0.015888001,0.570315556,4.33721098,OEM,Neoliberal predominante
Volkswagen,2016,432115.6,97752.6,240263.8,1.54860655,5937.3,2.471158785,-490.6889518,1.374007326,71970,-5.464337318,626715,383370.1124,9473.684211,0.060738026,0.556017418,4.42050237,OEM,Neoliberal predominante
Volkswagen,2017,467027.6549,114795.4208,255098.7214,6.174430539,12873.89381,5.046632038,116.8307784,2.756559204,100480,39.61372794,642300,397164.4425,20043.428,0.112146405,0.546217593,4.068347428,OEM,Neoliberal predominante
Volkswagen,2018,523672.3,133864.7,278341.5,9.11128775,14322.5,5.145657403,11.25227702,2.735011953,79250,-21.1285828,664496,418876.1106,21553.92959,0.106992359,0.531518471,3.911952143,OEM,Neoliberal predominante
Volkswagen,2019,547810.9,136687,282760.2,1.587510307,15542,5.496530275,8.514574969,2.837110397,98160,23.86119874,671205,421272.4875,23155.36982,0.113705034,0.516163881,4.00777616,OEM,Neoliberal predominante
Volkswagen,2020,608368.1,155482.6,253965,-10.18361141,10103.5,3.978304097,-34.99227899,1.660754402,100860,2.750611247,662575,383300.0038,15248.83975,0.064981548,0.417452855,3.912772876,OEM,Neoliberal predominante
Volkswagen,2021,601028.4,164238.5,295819.8,16.48053866,18186.6,6.147864342,80.00296927,3.025913584,128000,26.90858616,672789,439691.7904,27031.6548,0.110732867,0.492189387,3.659485443,OEM,Neoliberal predominante
Volkswagen,2022,602611.7,176458.3,293684.7,-0.721756962,15223.2,5.183518243,-16.29441457,2.526203856,72280,-43.53125,675805,434570.1793,22526.02452,0.086270807,0.487353133,3.415037434,OEM,Neoliberal predominante
Volkswagen,2023,652879.3478,190182.6087,350308.6957,19.28053986,17969.56522,5.129637214,18.04065648,2.752356201,64190,-11.19258439,684000,512147.2159,26271.29418,0.094485849,0.536559621,3.432907732,OEM,Neoliberal predominante
Volkswagen,2024,687940.2174,198145.6522,352885.8696,0.735686537,12338.04348,3.49632687,-31.3392209,1.793476114,46910,-26.92008101,679500,519331.6697,18157.53271,0.062267546,0.512960081,3.47189156,OEM,Neoliberal predominante
Volvo,2011,51543.6019,12341.6019,47813.7019,30.1019,2734.6019,5.71928504,81.3019,5.305414832,27740,0,98162,487089.7282,27858.04996,0.221575928,0.927636023,4.176410997,OEM,Neoliberal predominante
Volvo,2012,52087.7,13169.9,44850.6,-6.2,1630.5,3.635402871,-40.4,3.130297556,27740,0,106991,419199.7458,15239.59959,0.12380504,0.861059329,3.955056606,OEM,Neoliberal predominante
Volvo,2013,53710.9,11842.8019,41863.1,-6.7,550.2,1.31428394,-66.3,1.024373079,26736.71,-3.616762797,102930,406714.2718,5345.380356,0.0464586,0.779415351,4.535320311,OEM,Neoliberal predominante
Volvo,2014,48938,10010.7,41230.1,-1.51207149,305.9,0.741933684,-44.40203562,0.625076628,22254.42,-16.76455331,98697,417744.207,3099.384986,0.030557304,0.842496628,4.888569231,OEM,Neoliberal predominante
Volvo,2015,44394.4,9943.9,37061.4,-10.1108171,1785.7,4.818220575,483.7528604,4.022354171,19257.6,-13.46617885,93983,394341.5299,19000.24473,0.179577429,0.834821509,4.464485765,OEM,Neoliberal predominante
Volvo,2016,43924.3,10577.2,35268.6,-4.837377973,1535.8,4.354581696,-13.99451196,3.496470063,23559.6,22.3392323,89477,394163.8633,17164.18744,0.145199108,0.802940514,4.152734183,OEM,Neoliberal predominante
Volvo,2017,48528.70588,12596.35294,39104.15984,10.87528237,2503.882353,6.403109959,63.03440246,5.1595902,37940,61.03838775,99488,393054.035,25167.68206,0.198778358,0.805794408,3.852599725,OEM,Neoliberal predominante
Volvo,2018,53558.6,13921.5,44957,14.96730831,2863.9,6.370309407,14.37837711,5.347227149,26437.87,-30.31663152,98652,455713.0114,29030.32883,0.205717775,0.839398341,3.847186007,OEM,Neoliberal predominante
Volvo,2019,56077.1,14808.4,45689.9,1.630224437,3793,8.301615893,32.4417752,6.763901842,33768.13,27.72636374,98280,464895.1974,38593.81359,0.256138408,0.814769309,3.786843953,OEM,Neoliberal predominante
Volvo,2020,62266.4,17710.7,36754.3,-19.55705747,2097.9,5.707903565,-44.69021882,3.369232845,47470.55,40.57796508,91843,400186.1873,22842.24165,0.118453816,0.590275012,3.515750366,OEM,Neoliberal predominante
Volvo,2021,56991.8,15582.7,43388.4,18.04986083,3821.9,8.808575564,82.17741551,6.70605245,46941.97,-1.113490364,89195,486444.3074,42848.8144,0.245265583,0.761309522,3.65737645,OEM,Neoliberal predominante
Volvo,2022,60368.5,15615.2,46828,7.927464484,3236.3,6.911036132,-15.32222193,5.360908421,36683.4756,-21.85356602,94921,493336.5641,34094.6682,0.207253189,0.77570256,3.866008761,OEM,Neoliberal predominante
Volvo,2023,63531.38549,16756.92743,52050.14138,11.15174976,4696.04147,9.022149309,45.10525817,7.391687486,53070,44.67004323,104000,500482.1286,45154.24491,0.280244782,0.819282328,3.791350518,OEM,Neoliberal predominante
Volvo,2024,67411.69811,18306.41509,49699.62264,-4.515873872,4753.679245,9.564819595,1.227369378,7.051712653,49650,-6.444318824,102000,487251.2024,46604.69848,0.259672864,0.737255165,3.682408476,OEM,Neoliberal predominante
XIAOMI,2017,13300.72463,-18827.18227,16964.4556,0,-6495.5868,-38.28939138,0,-48.83633773,38970,0,16683,1016870.803,-389353.6414,0.345011097,1.275453487,-0.706463901,OEM,Asiática
XIAOMI,2018,21929.42045,10758.76948,26412.2254,55.691559,2035.1327,7.705267804,-131.3310062,9.280376126,38970,0,16683,1583182.006,121988.4134,0.189160359,1.204419673,2.038283327,OEM,Asiática
XIAOMI,2019,26626.23502,11840.36302,29846.6115,13.00301678,1464.9205,4.908163528,-28.01842848,5.501793623,33180,-14.85758276,18170,1642631.343,80623.03247,0.1237226,1.120947497,2.248768469,OEM,Asiática
XIAOMI,2020,36529.89451,17857.94616,35404.6464,18.62199634,2925.0288,8.261708836,99.67150436,8.0072194,107370,223.5985533,22074,1603907.149,132510.1386,0.163794245,0.969196514,2.045582072,OEM,Asiática
XIAOMI,2021,45398.23985,21302.03688,50887.9105,43.73229413,2988.896,5.873489343,2.183472518,6.583726616,60520,-43.63416224,33427,1522359.485,89415.6221,0.140310338,1.120922544,2.131168963,OEM,Asiática
XIAOMI,2022,40752.57444,21444.53594,41726.556,-18.00300781,372.8874,0.893645284,-87.52424306,0.915003298,35820,-40.8129544,32543,1282197.585,11458.29825,0.017388457,1.023899878,1.900371011,OEM,Asiática
XIAOMI,2023,45797.66088,23163.20466,38272.61879,-8.277551626,2468.10678,6.448753333,561.890635,5.38915467,50720,41.59687326,33627,1138151.449,73396.57952,0.106552906,0.835689379,1.977172915,OEM,Asiática
XIAOMI,2024,55838.68269,26140.96634,50679.54986,32.41725147,3265.713158,6.443847996,32.31652637,5.848478153,108780,114.4716088,43688,1160033.645,74750.80475,0.124927025,0.907606473,2.136060387,OEM,Asiática
ZF,2011,14517.1,5128.5,20161.7,20.15960332,702,3.481849249,21.89616253,4.835676547,5330,0,71488,282029.1517,9819.829902,0.136882129,1.388824214,2.830671736,Autopartes electrónicas,Neoliberal predominante
ZF,2012,15459.6,4985.5,22575.8,11.97369269,449.8,1.99239894,-35.92592593,2.909519004,5202.6,-2.390243902,74775,301916.4159,6015.379472,0.090221643,1.460309452,3.100912647,Autopartes electrónicas,Neoliberal predominante
ZF,2013,15561,5250.7,21888.1,-3.046182195,600.6,2.743956762,33.52601156,3.859649123,5414.5,4.072963518,68236,320770.561,8801.805499,0.114384749,1.406599833,2.963604853,Autopartes electrónicas,Neoliberal predominante
ZF,2014,16672.5,5450,23018.75,5.165592262,840,3.649199023,39.86013986,5.038236617,5648.75,4.326345923,71402,322382.4263,11764.37635,0.15412844,1.380641775,3.059174312,Autopartes electrónicas,Neoliberal predominante
ZF,2015,33365.2,6108.3,32069.4,39.31859897,1120.9,3.495232215,33.44047619,3.359488329,6435,13.91900863,138269,231934.8516,8106.661652,0.183504412,0.961163128,5.462272645,Autopartes electrónicas,Neoliberal predominante
ZF,2016,30875.68,6164.96,37275.96,16.23528972,979.44,2.627537963,-12.6202159,3.172205438,6481.9,0.728826729,136820,272445.2565,7158.602543,0.158872077,1.207291953,5.008253095,Autopartes electrónicas,Neoliberal predominante
ZF,2017,31086.8,7458.9,41910.6,12.43332164,1342.05,3.202173197,37.02217594,4.317105653,7802.75,20.37751277,146148,286768.2076,9182.814681,0.179925994,1.348179935,4.167745914,Autopartes electrónicas,Neoliberal predominante
ZF,2018,32286.28,8291.68,42837.64,2.211946381,1119.4,2.613122478,-16.59029097,3.467107391,8631.56,10.62202429,148969,287560.7677,7514.315059,0.135002798,1.326806309,3.893816452,Autopartes electrónicas,Neoliberal predominante
ZF,2019,35585,7503.1,40169.8,-6.227794061,440,1.095350238,-60.69322852,1.236476043,7816.6,-9.441630482,147797,271790.3611,2977.056368,0.058642428,1.128840804,4.742706348,Autopartes electrónicas,Neoliberal predominante
ZF,2020,40403,4514.4,35872.1,-10.69883345,-815.1,-2.272239428,-285.25,-2.017424449,4887.3,-37.47537292,153522,233660.9737,-5309.336773,-0.180555556,0.887857337,8.949805068,Autopartes electrónicas,Neoliberal predominante
ZF,2021,46030.8,7952.4,45975.6,28.16534298,939.6,2.043692741,-215.2741995,2.041241951,8547.6,74.89411331,157549,291817.7837,5963.858863,0.11815301,0.998800803,5.788290327,Autopartes electrónicas,Neoliberal predominante
ZF,2022,40891.2,8455.65,45991.05,0.033604782,394.8,0.85842789,-57.98212005,0.965488907,9024.75,5.582268707,164869,278955.1098,2394.628463,0.046690674,1.124717543,4.835961753,Autopartes electrónicas,Neoliberal predominante
ZF,2023,43262.65,7915,50406.55,9.600781022,-33.51,-0.066479456,-108.4878419,-0.077457114,9024.75,0,165938,303767.3709,-201.9428943,-0.004233733,1.165128581,5.465906507,Autopartes electrónicas,Neoliberal predominante
ZF,2024,40702.01,7166.08,44746.4,-11.22899703,-1246.89,-2.78657054,3620.94897,-3.063460502,9024.75,0,155962,286905.7847,-7994.832074,-0.173998895,1.099365854,5.679815185,Autopartes electrónicas,Neoliberal predominante
China Automotive Sys,2011,466.45,173.13,347.97,0,40.79,11.72227491,0,8.74477436,92.67,0,3746,92891.08382,10888.94821,0.235603304,0.745996355,2.694218218,Autopartes electrónicas,Asiática
China Automotive Sys,2012,485.82,193.55,336,-3.43995172,20.74,6.172619048,-49.15420446,4.269070849,130,40.28272364,3617,92894.66409,5734.03373,0.107155774,0.691614178,2.510049083,Autopartes electrónicas,Asiática
China Automotive Sys,2013,565.61,226.7,415.16,23.55952381,26.79,6.452933809,29.17068467,4.736479199,220,69.23076923,3835,108255.5411,6985.658409,0.118173798,0.734003996,2.494971328,Autopartes electrónicas,Asiática
China Automotive Sys,2014,629.16,289.26,466.77,12.43135177,33.54,7.185551771,25.19596865,5.330917414,220,0,4310,108299.3039,7781.902552,0.115951048,0.741893954,2.175067413,Autopartes electrónicas,Asiática
China Automotive Sys,2015,607.7,299.04,443.53,-4.97889753,27.39,6.175456001,-18.33631485,4.507158137,140,-36.36363636,4230,104853.4279,6475.177305,0.091593098,0.729850255,2.032169609,Autopartes electrónicas,Asiática
China Automotive Sys,2016,631.7,300.48,462.05,4.175591279,22.51,4.871767125,-17.81672143,3.563400348,160,14.28571429,4505,102563.818,4996.670366,0.074913472,0.731438974,2.102302982,Autopartes electrónicas,Asiática
China Automotive Sys,2017,717.37,299.45,499.06,8.009955633,-19.35,-3.877289304,-185.9617948,-2.69735283,150,-6.25,5319,93825.90713,-3637.901861,-0.064618467,0.695680054,2.395625313,Autopartes electrónicas,Asiática
China Automotive Sys,2018,690.5,285.88,496.16,-0.581092454,2.38,0.479683973,-112.2997416,0.34467777,77.16,-48.56,4711,105319.4651,505.2005944,0.008325171,0.718551774,2.415349098,Autopartes electrónicas,Asiática
China Automotive Sys,2019,659.96,289.21,431.43,-13.04619478,9.96,2.308601627,318.487395,1.509182375,98.19,27.25505443,4039,106816.0436,2465.95692,0.034438643,0.653721438,2.281940458,Autopartes electrónicas,Asiática
China Automotive Sys,2020,707.56,303.22,417.64,-3.196347032,-4.98,-1.19241452,-150,-0.703827237,190,93.50239332,4688,89087.03072,-1062.286689,-0.016423719,0.59025383,2.333487237,Autopartes electrónicas,Asiática
China Automotive Sys,2021,716.76,321.03,497.99,19.23905756,11.05,2.218920059,-321.8875502,1.541659691,82.68,-56.48421053,3949,126105.3431,2798.176754,0.034420459,0.694779285,2.232688534,Autopartes electrónicas,Asiática
China Automotive Sys,2022,714.35,311.65,529.55,6.337476656,21.18,3.999622321,91.67420814,2.964933156,170,105.6119981,4093,129379.4283,5174.688493,0.067960854,0.741303283,2.292154661,Autopartes electrónicas,Asiática
China Automotive Sys,2023,766.44,344.46,576.35,8.83769238,37.66,6.534223996,77.80925401,4.913626637,97.49,-42.65294118,4095,140744.8107,9196.581197,0.109330546,0.751983195,2.225047901,Autopartes electrónicas,Asiática
China Automotive Sys,2024,850.58,349.57,650.93,12.94005379,29.98,4.605717973,-20.39298991,3.524653766,120,23.08954765,4095,158957.265,7321.123321,0.085762508,0.76527781,2.433217953,Autopartes electrónicas,Asiática
Dana Inc,2011,5305,1737,7592,0,219,2.884615385,0,4.128180961,1780,0,24500,309877.551,8938.77551,0.126079447,1.431102733,3.054116292,Autopartes electrónicas,Neoliberal predominante
Dana Inc,2012,5144,1843,7224,-4.847207587,269,3.723698782,22.83105023,5.229393468,2310,29.7752809,24500,294857.1429,10979.59184,0.145957678,1.404354588,2.791101465,Autopartes electrónicas,Neoliberal predominante
Dana Inc,2013,5129,1309,6769,-6.298449612,244,3.604668341,-9.293680297,4.757262624,2850,23.37662338,23000,294304.3478,10608.69565,0.186401833,1.319750439,3.918258212,Autopartes electrónicas,Neoliberal predominante
Dana Inc,2014,4930,1080,6617,-2.245531098,319,4.820915823,30.73770492,6.470588235,3610,26.66666667,22600,292787.6106,14115.04425,0.29537037,1.342190669,4.564814815,Autopartes electrónicas,Neoliberal predominante
Dana Inc,2015,4326,728,6060,-8.417711954,159,2.623762376,-50.15673981,3.675450763,2070,-42.65927978,23100,262337.6623,6883.116883,0.218406593,1.400832178,5.942307692,Autopartes electrónicas,Neoliberal predominante
Dana Inc,2016,4860,1157,5826,-3.861386139,640,10.98523859,302.5157233,13.16872428,2720,31.40096618,24900,233975.9036,25702.81124,0.55315471,1.198765432,4.200518583,Autopartes electrónicas,Neoliberal predominante
Dana Inc,2017,5644,1013,7209,23.73841401,111,1.539741989,-82.65625,1.966690291,4630,70.22058824,30100,239501.6611,3687.707641,0.109575518,1.277285613,5.571569595,Autopartes electrónicas,Neoliberal predominante
Dana Inc,2018,5918,1345,8143,12.95602719,427,5.243767653,284.6846847,7.215275431,1970,-57.45140389,30900,263527.5081,13818.77023,0.317472119,1.375971612,4.4,Autopartes electrónicas,Neoliberal predominante
Dana Inc,2019,7220,1873,8620,5.857791969,226,2.621809745,-47.07259953,3.130193906,2610,32.48730964,36000,239444.4444,6277.777778,0.12066204,1.193905817,3.85477843,Autopartes electrónicas,Neoliberal predominante
Dana Inc,2020,7376,1758,7106,-17.5638051,-31,-0.436251055,-113.7168142,-0.420281996,2820,8.045977011,38200,186020.9424,-811.5183246,-0.017633675,0.963394794,4.195676906,Autopartes electrónicas,Neoliberal predominante
Dana Inc,2021,7632,1922,8945,25.87953842,197,2.20234768,-735.483871,2.581236897,3290,16.66666667,40200,222512.4378,4900.497512,0.102497399,1.172038784,3.970863684,Autopartes electrónicas,Neoliberal predominante
Dana Inc,2022,7449,1551,10156,13.53828955,-242,-2.382827885,-222.8426396,-3.248758223,2160,-34.34650456,42000,241809.5238,-5761.904762,-0.156028369,1.363404484,4.80270793,Autopartes electrónicas,Neoliberal predominante
Dana Inc,2023,7965,1575,10555,3.928712091,38,0.360018948,-115.7024793,0.477087257,2100,-2.777777778,42000,251309.5238,904.7619048,0.024126984,1.32517263,5.057142857,Autopartes electrónicas,Neoliberal predominante
Dana Inc,2024,7485,1333,10284,-2.567503553,-57,-0.554259043,-250,-0.761523046,1690,-19.52380952,39600,259696.9697,-1439.393939,-0.04276069,1.373947896,5.615153788,Autopartes electrónicas,Neoliberal predominante
Tata Elxsi,2011,63.65422355,38.49394198,88.49722696,0,6.769304608,7.649171437,0,10.63449404,100,0,3500,25284.92199,1934.087031,0.175853764,1.390280519,1.653616654,My/oS electrónicos,Asiática
